VR_PRO_R	VIRTIS_RAM_PROG	4284	0	0	ZVRX4102	ZVR14105	0	1	6	825	141	ZVR14109	1	1	38	A	1	0	CRC	0	131072
VR_D40_R	VIRTIS_RAM_DAT40	4286	0	0	ZVRX4202	ZVR14205	0	1	5	825	142	ZVR14209	1	1	38	A	1	0	CRC	0	524288
VR_D16_R	VIRTIS_RAM_DAT16	4288	0	0	ZVR14302	ZVR14305	0	1	2	825	143	ZVR14309	1	1	114	A	1	0	CRC	805306368	2097152
ESS_RAM	ESS_RAM_PROG	3551	0	0	ZESF0001	ZESF0002	0	1	2	1721	150	ZESF0003	1	1	114	A	1	0	CRC	0	805371904
RMAP_LZ	ROMAP_LZ_PATCH	0	0	0	ZLH70000	NOOP____	0	2	4	1516	160	NOOP____	1	1	20	A	1	0	CRC	0	65536
SESME_LZ	SESAME_LZ_PATCH	0	0	0	ZLS70000	NOOP____	0	3	4	1532	161	NOOP____	1	1	20	A	1	0	CRC	0	65536
SD2_LZ	SD2_LZ_PATCH	0	0	0	ZLD70000	NOOP____	0	4	4	1580	162	NOOP____	1	1	20	A	1	0	CRC	0	65536
CDMS_LZ	CDMS_LZ_PATCH	0	0	0	ZLC70000	NOOP____	0	5	4	1756	163	NOOP____	1	1	20	A	1	0	CRC	0	65536
APX_LZ	APX_LZ_PATCH	0	0	0	ZLA70000	NOOP____	0	6	4	1772	164	NOOP____	1	1	20	A	1	0	CRC	0	65536
CNSRT_LZ	CONSERT_LZ_PATCH	0	0	0	ZLN70000	NOOP____	0	7	4	1804	165	NOOP____	1	1	20	A	1	0	CRC	0	65536
COSAC_LZ	COSAC_LZ_PATCH	0	0	0	ZLE70000	NOOP____	0	8	4	1820	166	NOOP____	1	1	20	A	1	0	CRC	0	65536
PTOLM_LZ	PTOLEMY_LZ_PATCH	0	0	0	ZLY70000	NOOP____	0	9	4	1852	167	NOOP____	1	1	20	A	1	0	CRC	0	65536
MUPUS_LZ	MUPUS_LZ_PATCH	0	0	0	ZLM70000	NOOP____	0	10	4	1868	168	NOOP____	1	1	20	A	1	0	CRC	0	65536
CIROL_LZ	CIVA_ROLIS_PATCH	0	0	0	ZLV70000	NOOP____	0	11	4	1884	169	NOOP____	1	1	20	A	1	0	CRC	0	65536
_SDESVF1	SDE/SVF UNIT1	0	0	0	NOOP____	NOOP____	0	2	1	1961	0	NOOP____	1	1	1	A	7	0	CRC	0	65536
_SDESVF2	SDE/SVF UNIT2	0	0	0	NOOP____	NOOP____	0	2	2	1961	1	NOOP____	1	1	1	A	7	0	CRC	0	65536
_SDESVF4	SDE/SVF UNIT4	0	0	0	NOOP____	NOOP____	0	2	4	1961	2	NOOP____	1	1	1	A	7	0	CRC	0	65536
_SDESVF5	SDE/SVF UNIT5	0	0	0	NOOP____	NOOP____	0	2	5	1961	3	NOOP____	1	1	1	A	7	0	CRC	0	65536
_SDESVF6	SDE/SVF UNIT6	0	0	0	NOOP____	NOOP____	0	2	6	1961	4	NOOP____	1	1	1	A	7	0	CRC	0	65536
_PIFILE1	CRID_UNIT_1 	0	0	0	NOOP____	NOOP____	0	2	1	1961	9	NOOP____	1	1	1	A	7	0	CRC	0	65536
_PIFILE2	CRID_UNIT_2 	0	0	0	NOOP____	NOOP____	0	2	2	1961	10	NOOP____	1	1	1	A	7	0	CRC	0	65536
_PIFILE4	CRID_UNIT_4 	0	0	0	NOOP____	NOOP____	0	2	4	1961	11	NOOP____	1	1	1	A	7	0	CRC	0	65536
_PIFILE5	CRID_UNIT_5 	0	0	0	NOOP____	NOOP____	0	2	5	1961	12	NOOP____	1	1	1	A	7	0	CRC	0	65536
_PIFILE6	CRID_UNIT_6 	0	0	0	NOOP____	NOOP____	0	2	6	1961	13	NOOP____	1	1	1	A	7	0	CRC	0	65536
