1001	YAC00000	0
1002	YAC00001	0
1006	YAC00020	0
4532	YAC00026	0
4533	YAC00027	0
4534	YAC00051	0
4535	YAC00052	0
4536	YAC00053	0
4537	YAC00054	0
4538	YAC00055	0
4539	YAC00056	0
4540	YAC00057	0
6942	YAC00058	0
4541	YAC00076	0
4542	YAC00077	0
4543	YAC00078	0
4544	YAC00079	0
4545	YAC00080	0
4546	YAC00081	0
4548	YAC00083	0
4549	YAC00084	0
5377	YAC00085	0
6565	YAC00086	0
4550	YAC00101	0
4551	YAC00102	0
4552	YAC00103	0
4553	YAC00104	0
4554	YAC00105	0
4555	YAC00106	0
4556	YAC00107	0
4557	YAC00108	0
4558	YAC00109	0
6566	YAC00110	0
4559	YAC00126	0
4560	YAC00127	0
4561	YAC00128	0
4562	YAC00129	0
4563	YAC00130	0
4564	YAC00131	0
4565	YAC00132	0
4566	YAC00133	0
4567	YAC00134	0
4568	YAC00135	0
4569	YAC00136	0
4570	YAC00137	0
4571	YAC00138	0
4572	YAC00139	0
4573	YAC00140	0
6817	YAC00151	0
6878	YAC00152	0
6879	YAC00153	0
5528	YAC00226	0
5529	YAC00227	0
5580	YAC00228	0
6144	YAC00229	0
6910	YAC00230	0
6968	YAC00231	0
1013	YAC01301	0
1014	YAC01302	0
1022	YAC01351	0
1023	YAC01352	0
1031	YAC01800	0
2974	YAC01900	0
2975	YAC01901	0
2976	YAC01902	0
3849	YAC01903	0
6219	YAC02000	0
6220	YAC02001	0
6221	YAC02002	0
6222	YAC02003	0
6223	YAC02004	0
6224	YAC02005	0
6225	YAC02006	0
6226	YAC02007	0
6227	YAC02008	0
6228	YAC02009	0
6229	YAC02010	0
6230	YAC02011	0
6231	YAC02012	0
6232	YAC02013	0
6233	YAC02014	0
6234	YAC02015	0
6235	YAC02016	0
6236	YAC02017	0
6237	YAC02018	0
6238	YAC02019	0
6239	YAC02020	0
6240	YAC02021	0
6241	YAC02022	0
6242	YAC02023	0
6243	YAC02024	0
6244	YAC02025	0
6245	YAC02026	0
6246	YAC02027	0
6247	YAC02028	0
6248	YAC02029	0
6249	YAC02030	0
6250	YAC02031	0
6251	YAC02032	0
6252	YAC02033	0
6253	YAC02034	0
6254	YAC02035	0
6255	YAC02036	0
6256	YAC02037	0
6257	YAC02038	0
6258	YAC02039	0
6259	YAC02040	0
6260	YAC02041	0
6261	YAC02042	0
6262	YAC02043	0
6263	YAC02044	0
6264	YAC02045	0
6265	YAC02046	0
6266	YAC02047	0
6267	YAC02048	0
6268	YAC02049	0
6269	YAC02050	0
6270	YAC02051	0
6271	YAC02052	0
6272	YAC02053	0
6273	YAC02054	0
6274	YAC02055	0
6275	YAC02056	0
6276	YAC02057	0
6277	YAC02058	0
6278	YAC02059	0
6279	YAC02060	0
6280	YAC02061	0
6281	YAC02062	0
6282	YAC02063	0
6283	YAC02064	0
6284	YAC02065	0
6285	YAC02066	0
6286	YAC02067	0
6287	YAC02068	0
6288	YAC02069	0
6289	YAC02070	0
6290	YAC02071	0
6291	YAC02072	0
6292	YAC02073	0
6293	YAC02074	0
6294	YAC02075	0
6295	YAC02076	0
6296	YAC02077	0
6297	YAC02078	0
6298	YAC02079	0
6299	YAC02080	0
6300	YAC02081	0
6301	YAC02082	0
6302	YAC02083	0
6303	YAC02084	0
6304	YAC02085	0
6305	YAC02086	0
6306	YAC02087	0
6307	YAC02088	0
6308	YAC02089	0
6309	YAC02090	0
6310	YAC02091	0
6311	YAC02092	0
6312	YAC02093	0
6313	YAC02094	0
6314	YAC02095	0
6315	YAC02096	0
6316	YAC02097	0
6317	YAC02098	0
6318	YAC02099	0
6319	YAC02100	0
6320	YAC02101	0
6321	YAC02102	0
6322	YAC02103	0
6323	YAC02104	0
6324	YAC02105	0
6325	YAC02106	0
6326	YAC02107	0
6327	YAC02108	0
6328	YAC02109	0
6329	YAC02110	0
6330	YAC02111	0
6331	YAC02112	0
6332	YAC02113	0
6333	YAC02114	0
6334	YAC02115	0
6335	YAC02116	0
6336	YAC02117	0
6337	YAC02118	0
6338	YAC02119	0
6339	YAC02120	0
6340	YAC02121	0
6341	YAC02122	0
6342	YAC02123	0
6343	YAC02124	0
6344	YAC02125	0
6345	YAC02126	0
6346	YAC02127	0
6347	YAC02128	0
6348	YAC02129	0
6349	YAC02130	0
6350	YAC02131	0
6351	YAC02132	0
6352	YAC02133	0
6353	YAC02134	0
6354	YAC02135	0
6355	YAC02136	0
6356	YAC02137	0
6357	YAC02138	0
6358	YAC02139	0
6359	YAC02140	0
6360	YAC02141	0
6361	YAC02142	0
6362	YAC02143	0
6363	YAC02144	0
6364	YAC02145	0
6365	YAC02146	0
6366	YAC02147	0
6367	YAC02148	0
6368	YAC02149	0
6369	YAC02150	0
6370	YAC02151	0
6371	YAC02152	0
6372	YAC02153	0
6373	YAC02154	0
6374	YAC02155	0
6375	YAC02156	0
6376	YAC02157	0
6377	YAC02158	0
6378	YAC02159	0
6379	YAC02160	0
6380	YAC02161	0
6381	YAC02162	0
6382	YAC02163	0
6383	YAC02164	0
6384	YAC02165	0
6385	YAC02166	0
6386	YAC02167	0
6387	YAC02168	0
6388	YAC02169	0
6389	YAC02170	0
6390	YAC02171	0
6391	YAC02172	0
6392	YAC02173	0
6393	YAC02174	0
6394	YAC02175	0
6395	YAC02176	0
6396	YAC02177	0
6397	YAC02178	0
6398	YAC02179	0
6399	YAC02180	0
6400	YAC02181	0
6401	YAC02182	0
6402	YAC02183	0
6403	YAC02184	0
6404	YAC02185	0
6405	YAC02186	0
6406	YAC02187	0
6407	YAC02188	0
6408	YAC02189	0
6409	YAC02190	0
6410	YAC02191	0
6411	YAC02192	0
6412	YAC02193	0
6413	YAC02194	0
6414	YAC02195	0
6415	YAC02196	0
6416	YAC02197	0
6417	YAC02198	0
6418	YAC02199	0
6419	YAC02200	0
6420	YAC02201	0
6421	YAC02202	0
6422	YAC02203	0
6423	YAC02204	0
6424	YAC02205	0
6425	YAC02206	0
6426	YAC02207	0
6427	YAC02208	0
6428	YAC02209	0
6429	YAC02210	0
6430	YAC02211	0
6431	YAC02212	0
6432	YAC02213	0
6433	YAC02214	0
6434	YAC02215	0
6435	YAC02216	0
6436	YAC02217	0
6437	YAC02218	0
6438	YAC02219	0
6439	YAC02220	0
6440	YAC02221	0
6441	YAC02222	0
6442	YAC02223	0
6443	YAC02224	0
6444	YAC02225	0
6445	YAC02226	0
6446	YAC02227	0
6447	YAC02228	0
6448	YAC02229	0
6449	YAC02230	0
6450	YAC02231	0
6451	YAC02232	0
6452	YAC02233	0
6453	YAC02234	0
6454	YAC02235	0
6455	YAC02236	0
6456	YAC02237	0
6457	YAC02238	0
6458	YAC02239	0
6459	YAC02240	0
6460	YAC02241	0
6461	YAC02242	0
6462	YAC02243	0
6463	YAC02244	0
6464	YAC02245	0
6465	YAC02246	0
6466	YAC02247	0
6467	YAC02248	0
6468	YAC02249	0
6469	YAC02250	0
6470	YAC02251	0
6471	YAC02252	0
6472	YAC02253	0
6473	YAC02254	0
6474	YAC02255	0
6475	YAC02256	0
6476	YAC02257	0
6477	YAC02258	0
6478	YAC02259	0
6479	YAC02260	0
6480	YAC02261	0
6481	YAC02262	0
6482	YAC02263	0
6483	YAC02264	0
6484	YAC02265	0
6485	YAC02266	0
6486	YAC02267	0
6487	YAC02268	0
6488	YAC02269	0
6489	YAC02270	0
6490	YAC02271	0
6491	YAC02272	0
6492	YAC02273	0
6493	YAC02274	0
6494	YAC02275	0
6495	YAC02276	0
6496	YAC02277	0
6497	YAC02278	0
6498	YAC02279	0
6499	YAC02280	0
6500	YAC02281	0
6501	YAC02282	0
6502	YAC02283	0
6503	YAC02284	0
6504	YAC02285	0
6505	YAC02286	0
6506	YAC02287	0
6507	YAC02288	0
6508	YAC02289	0
6509	YAC02290	0
6510	YAC02291	0
6511	YAC02292	0
6512	YAC02293	0
6513	YAC02294	0
6514	YAC02295	0
6515	YAC02296	0
6516	YAC02297	0
6517	YAC02298	0
6518	YAC02299	0
6519	YAC02300	0
6520	YAC02301	0
6521	YAC02302	0
6522	YAC02303	0
6523	YAC02304	0
6524	YAC02305	0
6525	YAC02306	0
6526	YAC02307	0
6527	YAC02308	0
6528	YAC02309	0
6529	YAC02310	0
6530	YAC02311	0
6531	YAC02312	0
6532	YAC02313	0
6533	YAC02314	0
6534	YAC02315	0
6535	YAC02316	0
6536	YAC02317	0
6537	YAC02318	0
6538	YAC02319	0
6539	YAC02320	0
6540	YAC02321	0
6541	YAC02322	0
6542	YAC02323	0
6543	YAC02324	0
6544	YAC02325	0
6545	YAC02326	0
6546	YAC02327	0
6547	YAC02328	0
6548	YAC02329	0
6549	YAC02330	0
6550	YAC02331	0
6551	YAC02332	0
6552	YAC02333	0
6553	YAC02334	0
6554	YAC02335	0
6555	YAC02336	0
6556	YAC02337	0
6557	YAC02338	0
6558	YAC02339	0
6559	YAC02340	0
6560	YAC02341	0
6561	YAC02342	0
6562	YAC02343	0
6563	YAC02344	0
6564	YAC02345	0
1032	YAC10080	0
1033	YAC10081	0
2582	YAC10100	0
1034	YAC10101	0
1035	YAC10102	0
1036	YAC10103	0
1037	YAC10104	0
1038	YAC10105	0
1039	YAC10106	0
1040	YAC10107	0
1041	YAC10108	0
1042	YAC10109	0
1043	YAC10110	0
1044	YAC10111	0
1045	YAC10112	0
1046	YAC10113	0
1047	YAC10114	0
1048	YAC10115	0
1049	YAC10116	0
1050	YAC10117	0
1051	YAC10118	0
1052	YAC10119	0
2583	YAC10120	0
2584	YAC10121	0
2585	YAC10122	0
2586	YAC10123	0
2588	YAC10125	0
2589	YAC10126	0
5387	YAC10127	0
5388	YAC10128	0
5389	YAC10129	0
5390	YAC10130	0
5391	YAC10131	0
5392	YAC10132	0
5393	YAC10133	0
2590	YAC10150	0
1053	YAC10151	0
1054	YAC10152	0
1055	YAC10153	0
1056	YAC10154	0
1057	YAC10155	0
1058	YAC10156	0
1059	YAC10157	0
1060	YAC10158	0
1061	YAC10159	0
1062	YAC10160	0
1063	YAC10161	0
1064	YAC10162	0
1065	YAC10163	0
1066	YAC10164	0
1067	YAC10165	0
1068	YAC10166	0
1069	YAC10167	0
1070	YAC10168	0
1071	YAC10169	0
2591	YAC10170	0
2592	YAC10171	0
2593	YAC10172	0
2594	YAC10173	0
2596	YAC10175	0
2597	YAC10176	0
5394	YAC10177	0
5395	YAC10178	0
5396	YAC10179	0
5397	YAC10180	0
5398	YAC10181	0
5399	YAC10182	0
5400	YAC10183	0
2598	YAC10200	0
1072	YAC10201	0
1073	YAC10202	0
1074	YAC10203	0
1075	YAC10204	0
1076	YAC10205	0
1077	YAC10206	0
1078	YAC10207	0
1079	YAC10208	0
1080	YAC10209	0
1081	YAC10210	0
1082	YAC10211	0
1083	YAC10212	0
1084	YAC10213	0
2599	YAC10250	0
1085	YAC10251	0
1086	YAC10252	0
1087	YAC10253	0
1088	YAC10254	0
1089	YAC10255	0
1090	YAC10256	0
1091	YAC10257	0
1092	YAC10258	0
1093	YAC10259	0
