3	NDAD0551	R	0		B
4	NDAD0551	R	1		B
5	NDAD0550	R	0		B
6	NDAD0650	R	1		B
7	NDAD0300	R	1		B
8	NDAD0300	R	0		B
9	NDAD0552	R	0		B
10	NDAD0553	R	0		B
11	NDAD0652	R	1		B
12	NDAD0651	R	0		B
13	NDAD0651	R	1		B
14	NDAD0550	R	1		B
15	NDAD0650	R	0		B
16	NDAD0400	R	1		B
17	NDAD0400	R	0		B
18	NDAD0552	R	1		B
19	NDAD0553	R	1		B
20	NDAD0652	R	0		B
21	NAAD4560	R	1		B
22	NAAD4560	R	0		B
23	NAAD4566	R	1		B
24	NAAD4666	R	0		B
25	NAAD4660	R	1		B
26	NAAD4660	R	0		B
27	NAAD4566	R	0		B
28	NAAD4666	R	1		B
29	NAAD4561	R	1		B
30	NAAD4561	R	0		B
31	NAAD4562	R	1		B
32	NAAD4562	R	0		B
33	NAAD4661	R	1		B
34	NAAD4661	R	0		B
35	NAAD4563	R	1		B
36	NAAD4563	R	0		B
37	NAAD4564	R	1		B
38	NAAD4564	R	0		B
39	NAAD4663	R	1		B
40	NAAD4663	R	0		B
41	NAAD4664	R	1		B
42	NAAD4664	R	0		B
43	NAAD4565	R	1		B
44	NAAD4565	R	0		B
45	NAAD4665	R	1		B
46	NAAD4665	R	0		B
47	NAAD4554	R	0		B
48	NAAD4554	R	1		B
49	NAAD4654	R	0		B
50	NAAD4654	R	1		B
51	NAAD4555	R	0		B
52	NAAD4555	R	1		B
53	NAAD4655	R	0		B
54	NAAD4655	R	1		B
55	NAAD4567	R	1		B
56	NAAD4567	R	0		B
57	NAAD4667	R	0		B
58	NAAD4667	R	1		B
59	NAAD4556	R	1		B
60	NAAD4556	R	0		B
61	NAAD4557	R	1		B
62	NAAD4557	R	0		B
63	NDAD0547	R	1		B
64	NDAD0647	R	1		B
65	NDAD0547	R	0		B
66	NDAD0647	R	0		B
67	NDWD0A2J	E	NORMAL		B
68	NDAD2517	R	1		B
69	NDAD2517	R	0		B
70	NDAD2617	R	1		B
71	NDAD2617	R	0		B
72	NDAD0551	R	0		B
73	NDAD0551	R	1		B
74	NDAD0550	R	0		B
75	NDAD0650	R	1		B
76	NDAD0300	R	1		B
77	NDAD0300	R	0		B
78	NDAD0552	R	0		B
79	NDAD0553	R	0		B
80	NDAD0652	R	1		B
81	NDAD0651	R	0		B
82	NDAD0651	R	1		B
83	NDAD0550	R	1		B
84	NDAD0650	R	0		B
85	NDAD0400	R	1		B
86	NDAD0400	R	0		B
87	NDAD0552	R	1		B
88	NDAD0553	R	1		B
89	NDAD0652	R	0		B
90	NAAD4560	R	1		B
91	NAAD4560	R	0		B
92	NAAD4566	R	1		B
93	NAAD4666	R	0		B
94	NAAD4660	R	1		B
95	NAAD4660	R	0		B
96	NAAD4566	R	0		B
97	NAAD4666	R	1		B
98	NAAD4561	R	1		B
99	NAAD4561	R	0		B
100	NAAD4562	R	1		B
101	NAAD4562	R	0		B
102	NAAD4661	R	1		B
103	NAAD4661	R	0		B
104	NAAD4563	R	1		B
105	NAAD4563	R	0		B
106	NAAD4564	R	1		B
107	NAAD4564	R	0		B
108	NAAD4663	R	1		B
109	NAAD4663	R	0		B
110	NAAD4664	R	1		B
111	NAAD4664	R	0		B
112	NAAD4554	R	0		B
113	NAAD4554	R	1		B
114	NAAD4654	R	0		B
115	NAAD4654	R	1		B
116	NAAD4555	R	0		B
117	NAAD4555	R	1		B
118	NAAD4655	R	0		B
119	NAAD4655	R	1		B
120	NAAD4567	R	1		B
121	NAAD4567	R	0		B
122	NAAD4667	R	0		B
123	NAAD4667	R	1		B
124	NAAD4556	R	1		B
125	NAAD4556	R	0		B
126	NAAD4557	R	1		B
127	NAAD4557	R	0		B
128	NDAD0547	R	1		B
129	NDAD0647	R	1		B
130	NDAD0547	R	0		B
131	NDAD0647	R	0		B
132	NDWD0K05	E	STARTED		B
133	NDWD0K06	E	STARTED		B
134	NDWD0K07	E	STARTED		B
135	NDWD0K0A	E	STARTED		B
136	NDWD0K05	E	STOPPED		B
137	NDWD0K06	E	STOPPED		B
138	NDWD0K07	E	STOPPED		B
139	NDWD0K0A	E	STOPPED		B
142	NPWDB101	E	On		B
143	NPWDB101	E	Off		B
144	NPWDB301	E	On		B
145	NPWDB301	E	Off		B
146	NPWDB101	E	On		B
147	NPWDB101	E	Off		B
148	NPWDB201	E	On		B
149	NPWDB201	E	Off		B
150	NPWD153F	E	ON		B
151	NPWD153B	E	ON		B
152	NPWD1537	E	ON		B
153	NPWD169F	E	ON		B
154	NPWD169B	E	ON		B
155	NPWD1697	E	ON		B
156	NPWD1198	R	0		B
157	NPWD1198	R	1		B
158	NPWD1199	R	0		B
159	NPWD1199	R	1		B
160	NPWD1199	R	2		B
161	NPWD1199	R	3		B
162	NPWD1199	R	4		B
163	NPWD1199	R	5		B
164	NPWD1199	R	6		B
165	NPWD1199	R	7		B
166	NPWD119F	E	OFF		B
167	NPWD119F	E	ON		B
168	NPWD1288	R	0		B
169	NPWD1288	R	1		B
170	NPWD1289	R	0		B
171	NPWD1289	R	1		B
172	NPWD1289	R	2		B
173	NPWD1289	R	3		B
174	NPWD1289	R	4		B
175	NPWD1289	R	5		B
176	NPWD1289	R	6		B
177	NPWD1289	R	7		B
178	NPWD128F	E	OFF		B
179	NPWD128F	E	ON		B
180	NPWD1378	R	0		B
181	NPWD1378	R	1		B
182	NPWD1379	R	0		B
183	NPWD1379	R	1		B
184	NPWD1379	R	2		B
185	NPWD1379	R	3		B
186	NPWD1379	R	4		B
187	NPWD1379	R	5		B
188	NPWD1379	R	6		B
189	NPWD1379	R	7		B
190	NPWD137F	E	OFF		B
191	NPWD137F	E	ON		B
192	NPWD119E	E	OFF		B
193	NPWD119E	E	ON		B
194	NPWD128E	E	OFF		B
195	NPWD128E	E	ON		B
196	NPWD137E	E	OFF		B
197	NPWD137E	E	ON		B
198	NPWD1006	R	0		B
199	NPWD1006	R	1		B
200	NPWD1005	R	0		B
201	NPWD1005	R	1		B
202	NPWD1007	R	0		B
203	NPWD1007	R	1		B
204	NPWD100A	R	0		B
205	NPWD100A	R	1		B
206	NPWD1009	R	0		B
207	NPWD1009	R	1		B
208	NPWD177C	R	8		B
209	NPWD177C	R	0		B
210	NPWD177C	R	9		B
211	NPWD177C	R	1		B
212	NPWD177C	R	10		B
213	NPWD177C	R	2		B
214	NPWD177C	R	11		B
215	NPWD177C	R	3		B
216	NPWD177C	R	12		B
217	NPWD177C	R	4		B
218	NPWD177C	R	13		B
219	NPWD177C	R	5		B
220	NPWD177C	R	14		B
221	NPWD177C	R	6		B
222	NPWD177C	R	15		B
223	NPWD177C	R	7		B
224	NPWD1778	R	8		B
225	NPWD1778	R	0		B
226	NPWD1778	R	9		B
227	NPWD1778	R	1		B
228	NPWD1778	R	10		B
229	NPWD1778	R	2		B
230	NPWD1778	R	11		B
231	NPWD1778	R	3		B
232	NPWD1778	R	12		B
233	NPWD1778	R	4		B
234	NPWD1778	R	13		B
235	NPWD1778	R	5		B
236	NPWD1778	R	14		B
237	NPWD1778	R	6		B
238	NPWD1778	R	15		B
239	NPWD1778	R	7		B
240	NPWD1774	R	8		B
241	NPWD1774	R	0		B
242	NPWD1774	R	9		B
243	NPWD1774	R	1		B
244	NPWD1774	R	10		B
245	NPWD1774	R	2		B
246	NPWD1774	R	11		B
247	NPWD1774	R	3		B
248	NPWD1774	R	12		B
249	NPWD1774	R	4		B
250	NPWD1774	R	13		B
251	NPWD1774	R	5		B
252	NPWD1774	R	14		B
253	NPWD1774	R	6		B
254	NPWD1774	R	15		B
255	NPWD1774	R	7		B
256	NPWD178C	R	8		B
257	NPWD178C	R	0		B
258	NPWD178C	R	9		B
259	NPWD178C	R	1		B
260	NPWD178C	R	10		B
261	NPWD178C	R	2		B
262	NPWD178C	R	11		B
263	NPWD178C	R	3		B
264	NPWD178C	R	12		B
265	NPWD178C	R	4		B
266	NPWD178C	R	13		B
267	NPWD178C	R	5		B
268	NPWD178C	R	14		B
269	NPWD178C	R	6		B
270	NPWD178C	R	15		B
271	NPWD178C	R	7		B
272	NPWD1788	R	8		B
273	NPWD1788	R	0		B
274	NPWD1788	R	9		B
275	NPWD1788	R	1		B
276	NPWD1788	R	10		B
277	NPWD1788	R	2		B
278	NPWD1788	R	11		B
279	NPWD1788	R	3		B
280	NPWD1788	R	12		B
281	NPWD1788	R	4		B
282	NPWD1788	R	13		B
283	NPWD1788	R	5		B
284	NPWD1788	R	14		B
285	NPWD1788	R	6		B
286	NPWD1788	R	15		B
287	NPWD1788	R	7		B
288	NPWD1784	R	8		B
289	NPWD1784	R	0		B
290	NPWD1784	R	9		B
291	NPWD1784	R	1		B
292	NPWD1784	R	10		B
293	NPWD1784	R	2		B
294	NPWD1784	R	11		B
295	NPWD1784	R	3		B
296	NPWD1784	R	12		B
297	NPWD1784	R	4		B
298	NPWD1784	R	13		B
299	NPWD1784	R	5		B
300	NPWD1784	R	14		B
301	NPWD1784	R	6		B
302	NPWD1784	R	15		B
303	NPWD1784	R	7		B
304	NPWD100B	R	0		B
305	NPWD100B	R	1		B
306	NPWD201F	R	1		B
307	NPWD201F	R	0		B
308	NPWD2097	E	ON		B
309	NPWD2097	E	OFF		B
310	NPWD2096	E	ON		B
311	NPWD2096	E	OFF		B
312	NPWD2095	E	ON		B
313	NPWD2095	E	OFF		B
314	NPWD2094	E	ON		B
315	NPWD2094	E	OFF		B
316	NPWD2093	E	ON		B
317	NPWD2093	E	OFF		B
318	NPWD2092	E	ON		B
319	NPWD2092	E	OFF		B
320	NPWD2091	E	ON		B
321	NPWD2091	E	OFF		B
322	NPWD2090	E	ON		B
323	NPWD2090	E	OFF		B
324	NPWD209F	E	ON		B
325	NPWD209F	E	OFF		B
326	NPWD209E	E	ON		B
327	NPWD209E	E	OFF		B
328	NPWD209D	E	ON		B
329	NPWD209D	E	OFF		B
330	NPWD209C	E	ON		B
331	NPWD209C	E	OFF		B
332	NPWD209B	E	ON		B
333	NPWD209B	E	OFF		B
334	NPWD209A	E	ON		B
335	NPWD209A	E	OFF		B
336	NPWD208F	E	ON		B
337	NPWD208F	E	OFF		B
338	NPWD208E	E	ON		B
339	NPWD208E	E	OFF		B
340	NPWD208D	E	ON		B
341	NPWD208D	E	OFF		B
342	NPWD208C	E	ON		B
343	NPWD208C	E	OFF		B
344	NPWD2077	E	ON		B
345	NPWD2077	E	OFF		B
346	NPWD2076	E	ON		B
347	NPWD2076	E	OFF		B
348	NPWD2075	E	ON		B
349	NPWD2075	E	OFF		B
350	NPWD2074	E	ON		B
351	NPWD2074	E	OFF		B
352	NPWD205F	E	ON		B
353	NPWD205F	E	OFF		B
354	NPWD205E	E	ON		B
