NAAD0331	2	2	C	R	C
NAAD0332	2	2	C	R	C
NAAD0334	2	1	C	R	C
NAAD0341	1	2	C	R	C
NAAD0342	1	2	C	R	C
NAAD0344	1	4	C	R	C
NAAD0431	2	2	C	R	C
NAAD0432	2	2	C	R	C
NAAD0434	2	1	C	R	C
NAAD0441	1	2	C	R	C
NAAD0442	1	2	C	R	C
NAAD0444	1	4	C	R	C
NAAD4303	1	1	U	I	C
NAAD4403	1	1	U	I	C
NAAD6014	6	2	C	R	C
NAAD6024	6	2	C	R	C
NAAD6034	6	2	C	R	C
NAAD6044	6	2	C	R	C
NACA0500	1	1	C	R	C
NACA0501	1	1	C	R	C
NACA0502	1	1	C	R	C
NACA0503	1	2	C	R	C
NACA0600	1	1	C	R	C
NACA0601	1	1	C	R	C
NACA0602	1	1	C	R	C
NACA0603	1	2	C	R	C
NACA1111	2	1	C	R	C
NACA1121	2	1	C	R	C
NACA1131	2	1	C	R	C
NACA3100	1	1	C	R	C
NACA3101	1	1	C	R	C
NACA3102	2	2	C	R	C
NACA3110	1	2	C	R	C
NACA3200	2	1	C	R	C
NACA3201	2	1	C	R	C
NACA3202	2	2	C	R	C
NACA3210	1	2	C	R	C
NACA3300	2	1	C	R	C
NACA3310	1	2	C	R	C
NACA3311	1	2	C	R	C
NACA3400	2	1	C	R	C
NACA3410	1	2	C	R	C
NACA3411	1	2	C	R	C
NACA3500	2	1	C	R	C
NACA3510	1	2	C	R	C
NACA3511	1	2	C	R	C
NACA3600	2	1	C	R	C
NACA3610	1	2	C	R	C
NACA3611	1	2	C	R	C
NACA3710	1	1	C	R	C
NACA3711	1	4	C	R	C
NACA3712	1	4	C	R	C
NACA3720	1	1	C	R	C
NACA3721	1	4	C	R	C
NACA3722	1	4	C	R	C
NACA3730	1	1	C	R	C
NACA3731	1	4	C	R	C
NACA3732	1	4	C	R	C
NACA3740	1	1	C	R	C
NACA3741	1	4	C	R	C
NACA3742	1	4	C	R	C
NACAG1C0	1	1	U	I	C
NACAG1D0	1	1	U	I	C
NACAG1E0	1	1	U	I	C
NACAG1F0	1	1	U	I	C
NACAG200	1	1	U	I	C
NACAG210	1	1	U	I	C
NACAG220	1	1	U	I	C
NACAG230	1	1	U	I	C
NACAG240	1	1	U	I	C
NACAG250	1	1	U	I	C
NACAG260	1	1	U	I	C
NACAG270	1	1	U	I	C
NACAG280	1	1	U	I	C
NACAG290	1	1	U	I	C
NACAG2A0	1	1	U	I	C
NACAG2B0	1	1	U	I	C
NACAG2C0	1	1	U	I	C
NACAG2D0	1	1	U	I	C
NACAG2E0	1	1	U	I	C
NACAG2F0	1	1	U	I	C
NACAG300	1	1	U	I	C
NACAG310	1	1	U	I	C
NACAG320	1	1	U	I	C
NACAG330	1	1	U	I	C
NACAG340	1	1	U	I	C
NACAG350	1	1	U	I	C
NACAG360	1	1	U	I	C
NACAG370	1	1	U	I	C
NACAG380	1	1	U	I	C
NACAG390	1	1	U	I	C
NACAG3A0	1	1	U	I	C
NACAG3B0	1	1	U	I	C
NACAG3C0	1	1	U	I	C
NACAG3D0	1	1	U	I	C
NACAG3E0	1	1	U	I	C
NACAG3F0	1	1	U	I	C
NACAG400	1	1	U	I	C
NACAG410	1	1	U	I	C
NACAG420	1	1	U	I	C
NACAG430	1	1	U	I	C
NACAG440	1	1	U	I	C
NACAGAA0	1	1	U	I	C
NACAGAB0	1	1	U	I	C
NACAGAC0	1	1	U	I	C
NACAGAD0	1	1	U	I	C
NACAGAE0	1	1	U	I	C
NACAGAF0	1	1	U	I	C
NACAGB00	1	1	U	I	C
NACAGB10	1	1	U	I	C
NACAGB20	1	1	U	I	C
NACAGB30	1	1	U	I	C
NACAGB40	1	1	U	I	C
NACAGB50	1	1	U	I	C
NACAGB60	1	1	U	I	C
NACAGB70	1	1	U	I	C
NACAGB80	1	1	U	I	C
NACAGB90	1	1	U	I	C
NACAGBA0	1	1	U	I	C
NACAGBB0	1	1	U	I	C
NACAGBC0	1	1	U	I	C
NACAGBD0	1	1	U	I	C
NACAGBE0	1	1	U	I	C
NACAGBF0	1	1	U	I	C
NACAGC00	1	1	U	I	C
NACAH1C0	1	1	U	I	C
NACAH1D0	1	1	U	I	C
NACAH1E0	1	1	U	I	C
NACAH1F0	1	1	U	I	C
NACAH200	1	1	U	I	C
NACAH210	1	1	U	I	C
NACAH220	1	1	U	I	C
NACAH230	1	1	U	I	C
NACAH240	1	1	U	I	C
NACAH250	1	1	U	I	C
NACAH260	1	1	U	I	C
NACAH270	1	1	U	I	C
NACAH280	1	1	U	I	C
NACAH290	1	1	U	I	C
NACAH2A0	1	1	U	I	C
NACAH2B0	1	1	U	I	C
NACAH2C0	1	1	U	I	C
NACAH2D0	1	1	U	I	C
NACAH2E0	1	1	U	I	C
NACAH2F0	1	1	U	I	C
NACAH300	1	1	U	I	C
NACAH310	1	1	U	I	C
NACAH320	1	1	U	I	C
NACAH330	1	1	U	I	C
NACAH340	1	1	U	I	C
NACAH350	1	1	U	I	C
NACAH360	1	1	U	I	C
NACAH370	1	1	U	I	C
NACAH380	1	1	U	I	C
NACAH390	1	1	U	I	C
NACAH3A0	1	1	U	I	C
NACAH3B0	1	1	U	I	C
NACAH3C0	1	1	U	I	C
NACAH3D0	1	1	U	I	C
NACAH3E0	1	1	U	I	C
NACAH3F0	1	1	U	I	C
NACAH400	1	1	U	I	C
NACAH410	1	1	U	I	C
NACAH420	1	1	U	I	C
NACAH430	1	1	U	I	C
NACAH440	1	1	U	I	C
NACAHAA0	1	1	U	I	C
NACAHAB0	1	1	U	I	C
NACAHAC0	1	1	U	I	C
NACAHAD0	1	1	U	I	C
NACAHAE0	1	1	U	I	C
NACAHAF0	1	1	U	I	C
NACAHB00	1	1	U	I	C
NACAHB10	1	1	U	I	C
NACAHB20	1	1	U	I	C
NACAHB30	1	1	U	I	C
NACAHB40	1	1	U	I	C
NACAHB50	1	1	U	I	C
NACAHB60	1	1	U	I	C
NACAHB70	1	1	U	I	C
NACAHB80	1	1	U	I	C
NACAHB90	1	1	U	I	C
NACAHBA0	1	1	U	I	C
NACAHBB0	1	1	U	I	C
NACAHBC0	1	1	U	I	C
NACAHBD0	1	1	U	I	C
NACAHBE0	1	1	U	I	C
NACAHBF0	1	1	U	I	C
NACAHC00	1	1	U	I	C
NACAJ1C0	1	1	U	I	C
NACAJ1D0	1	1	U	I	C
NACAJ1E0	1	1	U	I	C
NACAJ1F0	1	1	U	I	C
NACAJ200	1	1	U	I	C
NACAJ210	1	1	U	I	C
NACAJ220	1	1	U	I	C
NACAJ230	1	1	U	I	C
NACAJ240	1	1	U	I	C
NACAJ250	1	1	U	I	C
NACAJ260	1	1	U	I	C
NACAJ270	1	1	U	I	C
NACAJ280	1	1	U	I	C
NACAJ290	1	1	U	I	C
NACAJ2A0	1	1	U	I	C
NACAJ2B0	1	1	U	I	C
NACAJ2C0	1	1	U	I	C
NACAJ2D0	1	1	U	I	C
NACAJ2E0	1	1	U	I	C
NACAJ2F0	1	1	U	I	C
NACAJ300	1	1	U	I	C
NACAJ310	1	1	U	I	C
NACAJ320	1	1	U	I	C
NACAJ330	1	1	U	I	C
NACAJ340	1	1	U	I	C
NACAJ350	1	1	U	I	C
NACAJ360	1	1	U	I	C
NACAJ370	1	1	U	I	C
NACAJ380	1	1	U	I	C
NACAJ390	1	1	U	I	C
NACAJ3A0	1	1	U	I	C
NACAJ3B0	1	1	U	I	C
NACAJ3C0	1	1	U	I	C
NACAJ3D0	1	1	U	I	C
NACAJ3E0	1	1	U	I	C
NACAJ3F0	1	1	U	I	C
NACAJ400	1	1	U	I	C
NACAJ410	1	1	U	I	C
NACAJ420	1	1	U	I	C
NACAJ430	1	1	U	I	C
NACAJ440	1	1	U	I	C
NACAJAA0	1	1	U	I	C
NACAJAB0	1	1	U	I	C
NACAJAC0	1	1	U	I	C
NACAJAD0	1	1	U	I	C
NACAJAE0	1	1	U	I	C
NACAJAF0	1	1	U	I	C
NACAJB00	1	1	U	I	C
NACAJB10	1	1	U	I	C
NACAJB20	1	1	U	I	C
NACAJB30	1	1	U	I	C
NACAJB40	1	1	U	I	C
NACAJB50	1	1	U	I	C
NACAJB60	1	1	U	I	C
NACAJB70	1	1	U	I	C
NACAJB80	1	1	U	I	C
NACAJB90	1	1	U	I	C
NACAJBA0	1	1	U	I	C
NACAJBB0	1	1	U	I	C
NACAJBC0	1	1	U	I	C
NACAJBD0	1	1	U	I	C
NACAJBE0	1	1	U	I	C
NACAJBF0	1	1	U	I	C
NACAJC00	1	1	U	I	C
NACD1002	2	1	U	I	C
NACD1003	2	1	U	I	C
NACD1004	2	1	U	I	C
NACD1005	2	1	U	I	C
NACD1006	2	1	U	I	C
NACD1007	2	1	U	I	C
NACD1008	2	1	U	I	C
NACD1009	2	1	U	I	C
NACD1010	2	1	U	I	C
NACD1011	2	1	U	I	C
NACD1012	2	1	U	I	C
NACD1502	2	1	U	I	C
NACD1503	2	1	U	I	C
NACD1504	2	1	U	I	C
NACD1505	2	1	U	I	C
NACD1506	2	1	U	I	C
NACD1507	2	1	U	I	C
NACD1508	2	1	U	I	C
NACD1509	2	1	U	I	C
NACD1510	2	1	U	I	C
NACD1511	2	1	U	I	C
NACD1512	2	1	U	I	C
