2513	-84	-220
2513	31	-200
2513	167	-180
2513	300	-160
2513	431	-140
2513	559	-120
2513	686	-100
2513	812	-80
2513	936	-60
2513	1059	-40
2513	1180	-20
2513	1301	0
2513	1420	20
2513	1539	40
2513	1656	60
2513	1772	80
2513	1887	100
2513	2002	120
2513	2115	140
2513	2339	180
2513	2449	200
2513	2558	220
2513	2774	260
2513	2985	300
2513	3090	320
2513	3296	360
2513	3398	380
2513	3498	400
2513	3697	440
2513	3892	480
2513	3988	500
2513	4084	520
2562	85	90
2562	98	85
2562	113	80
2562	132	75
2562	153	70
2562	179	65
2562	209	60
2562	246	55
2562	289	50
2562	341	45
2562	402	40
2562	476	35
2562	563	30
2562	667	25
2562	788	20
2562	929	15
2562	1093	10
2562	1277	5
2562	1484	0
2562	1709	-5
2562	1950	-10
2562	2199	-15
2562	2449	-20
2562	2692	-25
2562	2920	-30
2562	3127	-35
2562	3310	-40
2562	3465	-45
2562	3593	-50
25	5	90
25	6	85
25	7	80
25	8	75
25	10	70
25	11	65
25	13	60
25	15	55
25	18	50
25	21	45
25	25	40
25	30	35
25	35	30
25	42	25
25	49	20
25	58	15
25	68	10
25	80	5
25	93	0
25	107	-5
25	122	-10
25	137	-15
25	153	-20
25	168	-25
25	183	-30
25	195	-35
25	207	-40
25	217	-45
25	225	-50
25	231	-55
25	255	-73.6374
26	5	90
26	6	85
26	7	80
26	8	75
26	10	70
26	11	65
26	13	60
26	15	55
26	18	50
26	21	45
26	25	40
26	30	35
26	35	30
26	42	25
26	49	20
26	58	15
26	68	10
26	80	5
26	93	0
26	107	-5
26	122	-10
26	137	-15
26	153	-20
26	168	-25
26	183	-30
26	195	-35
26	207	-40
26	217	-45
26	225	-50
26	231	-55
26	255	-73.6374
27	5	90
27	6	85
27	7	80
27	8	75
27	10	70
27	11	65
27	13	60
27	15	55
27	18	50
27	21	45
27	25	40
27	30	35
27	35	30
27	42	25
27	49	20
27	58	15
27	68	10
27	80	5
27	93	0
27	107	-5
27	122	-10
27	137	-15
27	153	-20
27	168	-25
27	183	-30
27	195	-35
27	207	-40
27	217	-45
27	225	-50
27	231	-55
28	13	74
28	14	70
28	16	65
28	19	60
28	20	58
28	22	56
28	26	50
28	31	45
28	36	40
28	42	35
28	49	30
28	54	27
28	58	25
28	61	23
28	65	21
28	69	19
28	74	17
28	78	15
28	83	13
28	88	11
28	93	9
28	97	7
28	103	5
28	118	0
28	132	-5
28	147	-10
28	162	-15
28	176	-20
28	189	-25
29	0	0
29	23	-1.157
29	255	-6.627
30	0	0
30	1	-.153
30	21	-1.157
30	255	-6.769
31	0	0
31	255	-675
31	50	-137.2
32	0	0
32	23	3.896
32	255	15.2
33	0	-33.27
33	106	27.02
33	11	-18.26
33	142	39.9
33	19	-11.93
33	255	80.11
33	29	-5.71
33	42	1.07
33	5	-25.35
33	72	14.13
34	0	0
34	255	3
35	5	90
35	6	85
35	7	80
35	8	75
35	10	70
35	11	65
35	13	60
35	15	55
35	18	50
35	21	45
35	25	40
35	30	35
35	35	30
35	42	25
35	49	20
35	58	15
35	68	10
35	80	5
35	93	0
35	107	-5
35	122	-10
35	137	-15
35	153	-20
35	168	-25
35	183	-30
35	195	-35
35	207	-40
35	217	-45
35	225	-50
35	231	-55
36	5	90
36	6	85
36	7	80
36	8	75
36	10	70
36	11	65
36	13	60
36	15	55
36	18	50
36	21	45
36	25	40
36	30	35
36	35	30
36	42	25
36	49	20
36	58	15
36	68	10
36	80	5
36	93	0
36	107	-5
36	122	-10
36	137	-15
36	153	-20
36	168	-25
36	183	-30
36	195	-35
36	207	-40
36	217	-45
36	225	-50
36	231	-55
37	5	90
37	6	85
37	7	80
37	8	75
37	10	70
37	11	65
37	13	60
37	15	55
37	18	50
37	21	45
37	25	40
37	30	35
37	35	30
37	42	25
37	49	20
37	58	15
37	68	10
37	80	5
37	93	0
37	107	-5
37	122	-10
37	137	-15
37	153	-20
37	168	-25
37	183	-30
37	195	-35
37	207	-40
37	217	-45
37	225	-50
37	231	-55
37	255	-74
2313	5	90
2313	6	85
2313	7	80
2313	8	75
2313	10	70
2313	11	65
2313	13	60
2313	15	55
2313	18	50
2313	21	45
2313	25	40
2313	30	35
2313	35	30
2313	42	25
2313	49	20
2313	58	15
2313	68	10
2313	80	5
2313	93	0
2313	107	-5
2313	122	-10
2313	137	-15
2313	153	-20
2313	168	-25
2313	183	-30
2313	195	-35
2313	207	-40
2313	217	-45
2313	225	-50
2313	231	-55
2314	18	-220
2314	34	-200
2314	49	-180
2314	64	-160
2314	77	-140
2314	89	-120
2314	100	-100
2314	111	-80
2314	121	-60
2314	131	-40
2314	140	-20
2314	148	0
2314	156	20
2314	164	40
2314	171	60
2314	178	80
2314	185	100
2314	197	140
2314	208	180
2314	219	220
2314	255	360
38	144	70
38	149	60
38	155	50
38	162	40
38	169	30
38	182	10
38	188	0
38	192	-10
38	195	-20
38	197	-30
38	198	-40
38	199	-50
38	200	-70
39	144	70
39	149	60
39	155	50
39	162	40
39	169	30
39	182	10
39	188	0
39	192	-10
39	195	-20
39	197	-30
39	198	-40
39	199	-50
39	200	-70
2315	5	90
2315	6	85
2315	7	80
2315	8	75
2315	10	70
2315	11	65
2315	13	60
2315	15	55
2315	18	50
2315	21	45
2315	25	40
2315	30	35
2315	35	30
2315	42	25
2315	49	20
2315	0	123
2315	58	15
2315	68	10
2315	80	5
2315	93	0
2315	107	-5
2315	122	-10
2315	137	-15
2315	153	-20
2315	168	-25
2315	183	-30
2315	195	-35
2315	207	-40
2315	217	-45
2315	225	-50
2315	231	-55
40	-1000	-25.0782
40	-1250	-31.9964
40	-1500	-38.9005
40	-1750	-45.7908
40	-2000	-52.6672
40	-2250	-59.53
40	-250	-4.239
40	-2500	-66.379
40	-2750	-73.2145
40	-3000	-80.0365
40	-3250	-86.8451
40	-3500	-93.6403
40	-3750	-100.4223
40	-4000	-107.1911
40	-500	-11.1996
40	-750	-18.146
40	0	2.7356
40	1000	30.7807
40	1250	37.8286
40	1500	44.8914
40	1750	51.9693
40	2000	59.0621
40	2250	66.1701
40	250	9.7252
40	2500	73.2934
40	2750	80.432
40	3000	87.5861
40	3250	94.7558
40	3500	101.9411
40	3750	109.1422
40	4000	116.3591
40	500	16.729
40	750	23.7476
3144	-1000	-44.919847
3144	-1250	-56.030027
3144	-1500	-66.582521
3144	-1750	-76.618429
3144	-2000	-86.174898
3144	-2250	-95.285583
3144	-250	-7.760795
3144	-2500	-103.981052
3144	-2750	-112.289136
3144	-3000	-120.235221
3144	-3250	-127.842522
3144	-3500	-135.132303
3144	-3750	-142.12408
3144	-4000	-148.835801
3144	-500	-20.838905
3144	-750	-33.206384
3144	0	6.091324
3144	1000	70.808889
3144	1250	89.804538
3144	1500	110.172377
3144	1750	132.067976
3144	2000	155.671588
3144	2250	181.193302
3144	250	20.78864
3144	2500	208.879565
3144	2750	239.021514
3144	3000	271.965757
3144	3250	308.12848
3144	3500	348.014193
3144	3750	392.241019
3144	4000	441.575447
3144	500	36.411404
3144	750	53.050427
42	5	90
42	6	85
42	7	80
42	8	75
42	10	70
42	11	65
42	13	60
42	15	55
42	18	50
42	21	45
42	25	40
42	30	35
42	35	30
42	42	25
42	49	20
42	58	15
42	68	10
42	80	5
42	93	0
42	107	-5
42	122	-10
42	137	-15
42	153	-20
42	168	-25
42	183	-30
42	195	-35
42	207	-40
42	217	-45
42	225	-50
42	231	-55
42	255	-73.6374
43	0	2
43	1	4
43	2	16
43	3	64
44	0	32
44	1	64
44	2	128
44	3	256
44	4	512
44	5	1024
44	6	2048
44	7	4096
45	0	1
45	1	2
45	2	4
45	3	8
45	4	16
45	5	32
45	6	64
45	7	128
45	8	256
46	5	90
46	6	85
46	7	80
46	8	75
46	10	70
46	11	65
46	13	60
46	15	55
