NACA3100	16	10	23	16	0
NACA3101	16	10	24	16	0
NACA3102	16	10	25	16	0
NACA3110	16	10	21	16	0
NACA3111	16	10	22	16	0
NACA3200	16	10	28	16	0
NACA3201	16	10	29	16	0
NACA3202	16	10	30	16	0
NACA3210	16	10	26	16	0
NACA3211	16	10	27	16	0
NACA3300	16	10	33	16	0
NACA3310	16	10	32	16	0
NACA3311	16	10	31	16	0
NACA3400	16	10	36	16	0
NACA3410	16	10	35	16	0
NACA3411	16	10	34	16	0
NACA3500	16	10	5	16	0
NACA3510	16	10	4	16	0
NACA3511	16	10	3	16	0
NACA3600	16	10	8	16	0
NACA3610	16	10	7	16	0
NACA3611	16	10	6	16	0
NACA3710	16	10	10	16	0
NACA3711	16	10	9	16	0
NACA3712	16	10	11	16	0
NACA3720	16	10	13	16	0
NACA3721	16	10	12	16	0
NACA3722	16	10	14	16	0
NACA3730	16	10	16	16	0
NACA3731	16	10	15	16	0
NACA3732	16	10	17	16	0
NACA3740	16	10	19	16	0
NACA3741	16	10	18	16	0
NACA3742	16	10	20	16	0
NACW0A1S	16	67	3	16	0
NACW0A1T	16	67	4	16	0
NACW0A1U	16	67	5	16	0
NACW0A1V	16	67	6	16	0
NACW0A1W	16	67	7	16	0
NACW0A1X	16	67	8	16	0
NACW0A1Y	16	67	9	16	0
NACW0A1Z	16	67	10	16	0
NACW0A20	16	67	11	16	0
NACW0A21	16	67	12	16	0
NACW0A22	16	67	13	16	0
NACW0A23	16	67	14	16	0
NACW0A24	16	67	15	16	0
NACW0G09	32	69	3	32	0
NACW0G0A	16	67	17	16	0
NACW0G0L	32	69	5	32	0
NACW0G0M	16	67	18	16	0
NACW0G0X	32	69	7	32	0
NACW0G0Y	16	67	19	16	0
NACW0G19	32	69	9	32	0
NACW0G1A	16	67	20	16	0
NACW0J03	16	71	3	16	0
NACW0J03	16	72	3	16	0
NACW0J03	16	73	3	16	0
NACW0J08	16	71	5	16	0
NACW0J08	16	72	5	16	0
NACW0J08	16	73	5	16	0
NACW0J0A	16	71	4	16	0
NACW0J0A	16	72	4	16	0
NACW0J0A	16	73	4	16	0
NACW0J0B	16	71	6	16	0
NACW0J0B	16	72	6	16	0
NACW0J0B	16	73	6	16	0
NACW0K00	32	72	47	32	0
NACW0K00	32	73	47	32	0
NACW0L00	16	67	21	16	0
NACW0L01	16	67	22	16	0
NACW0L01	16	70	9	16	0
NACW0N00	32	72	27	32	0
NACW0N00	32	73	27	32	0
NACW0N01	32	72	29	32	0
NACW0N01	32	73	29	32	0
NACW0N02	32	72	31	32	0
NACW0N02	32	73	31	32	0
NACW0N03	32	72	33	32	0
NACW0N03	32	73	33	32	0
NACW0N04	32	72	35	32	0
NACW0N04	32	73	35	32	0
NACW0N05	32	72	37	32	0
NACW0N05	32	73	37	32	0
NACW0N06	32	72	39	32	0
NACW0N06	32	73	39	32	0
NACW0N07	32	72	41	32	0
NACW0N07	32	73	41	32	0
NACW0N08	32	72	43	32	0
NACW0N08	32	73	43	32	0
NACW0N09	16	67	16	16	0
NACW0N09	16	72	45	16	0
NACW0N09	16	73	45	16	0
NACW0N0A	16	68	3	16	0
NACW0N0A	16	72	46	16	0
NACW0N0A	16	73	46	16	0
NACW0P00	32	71	7	32	0
NACW0P00	32	72	7	32	0
NACW0P00	32	73	7	32	0
NACW0P01	32	71	9	32	0
NACW0P01	32	72	9	32	0
NACW0P01	32	73	9	32	0
NACW0P02	32	71	11	32	0
NACW0P02	32	72	11	32	0
NACW0P02	32	73	11	32	0
NACW0P03	32	71	13	32	0
NACW0P03	32	72	13	32	0
NACW0P03	32	73	13	32	0
NACW0P04	32	71	15	32	0
NACW0P04	32	72	15	32	0
NACW0P04	32	73	15	32	0
NACW0P05	32	71	17	32	0
NACW0P05	32	72	17	32	0
NACW0P05	32	73	17	32	0
NACW0P06	16	71	19	16	0
NACW0P06	16	72	19	16	0
NACW0P06	16	73	19	16	0
NACW0P07	16	71	20	16	0
NACW0P07	16	72	20	16	0
NACW0P07	16	73	20	16	0
NACW0P08	32	71	21	32	0
NACW0P08	32	72	21	32	0
NACW0P08	32	73	21	32	0
NACW0P09	16	71	23	16	0
NACW0P09	16	72	23	16	0
NACW0P09	16	73	23	16	0
NACW0P0A	16	71	24	16	0
NACW0P0A	16	72	24	16	0
NACW0P0A	16	73	24	16	0
NACW0P0B	32	72	25	32	0
NACW0P0B	32	73	25	32	0
NACW0V05	16	46	4	16	0
NACW0V09	16	46	3	16	0
NACW0Y02	16	46	5	16	0
NACW1000	16	67	23	16	0
NACW1001	16	67	24	16	0
NACW1A19	32	68	4	32	0
NACW1A1A	16	68	6	16	0
NACW1A1B	16	68	7	16	0
NACW1A1C	16	68	8	16	0
NACW1A1D	16	68	9	16	0
NACW1A1E	32	68	10	32	0
NACW1A1F	32	68	12	32	0
NACW1A1G	32	68	14	32	0
NACW1A1H	32	68	16	32	0
NACW1A1I	32	68	18	32	0
NACW1A1J	32	68	20	32	0
NACW1A1K	32	68	22	32	0
NACW1A1L	16	68	24	16	0
NACW1E01	16	46	6	16	0
NACW1K00	48	70	3	48	0
NACW1K2G	48	70	6	48	0
NALA0001	16	47	3	16	0
NALA0002	16	47	4	16	0
NALA0003	16	47	5	16	0
NALA0004	16	47	6	16	0
NALA0005	16	47	7	16	0
NALA0006	16	47	8	16	0
NALA0007	16	47	9	16	0
NALA0008	16	47	10	16	0
NALA0009	16	47	11	16	0
NALA0010	16	47	12	16	0
NALA0011	16	47	13	16	0
NALA0012	16	47	14	16	0
NALA0013	16	47	15	16	0
NALA0014	16	47	16	16	0
NALA0015	48	47	17	48	0
NALA0016	16	47	20	16	0
NALA0017	16	47	21	16	0
NBEAT001	16	12	4	16	0
NBEAT101	16	12	3	16	0
NCNA0320	32	48	3	32	0
NCNA0330	16	48	5	16	0
NCNAT001	16	12	8	16	0
NCNAT002	16	12	6	16	0
NCNAT101	16	12	7	16	0
NCNAT102	16	12	5	16	0
NCSA0001	16	49	3	16	0
NCSA0003	16	49	4	16	0
NCSA0004	16	49	5	16	0
NCSA0005	16	49	6	16	0
NCSA0006	16	49	7	16	0
NCSA0007	16	49	8	16	0
NCSA0008	16	49	9	16	0
NCSA0009	16	49	10	16	0
NCSA0009	16	49	44	16	0
NCSA0010	16	49	11	16	0
NCSA0011	16	49	12	16	0
NCSA0012	16	49	13	16	0
NCSA0013	16	49	14	16	0
NCSA0014	16	49	15	16	0
NCSA0015	16	49	16	16	0
NCSA0016	16	49	17	16	0
NCSA0017	16	49	18	16	0
NCSA0018	16	49	19	16	0
NCSA0019	16	49	20	16	0
NCSA0020	16	49	21	16	0
NCSA0021	16	49	22	16	0
NCSA0022	16	49	23	16	0
NCSA0023	16	49	24	16	0
NCSA0024	16	49	25	16	0
NCSA0025	16	49	26	16	0
NCSA0026	16	49	27	16	0
NCSA0027	16	49	28	16	0
NCSA0028	16	49	29	16	0
NCSA0029	16	49	30	16	0
NCSA0030	16	49	31	16	0
NCSA0031	16	49	32	16	0
NCSA0032	16	49	33	16	0
NCSA0033	16	49	34	16	0
NCSA0034	16	49	35	16	0
NCSA0035	16	49	36	16	0
NCSA0036	16	49	37	16	0
NCSA0037	16	49	38	16	0
NCSA0038	16	49	39	16	0
NCSA0039	16	49	40	16	0
NCSA0040	16	49	41	16	0
NCSA0041	16	49	42	16	0
NCSA0042	16	49	43	16	0
NCSA0043	16	49	45	16	0
NCSA0044	16	49	46	16	0
NCSA0045	16	49	47	16	0
NCSA0046	16	49	48	16	0
NCSA0047	16	49	49	16	0
NCSA0048	16	49	50	16	0
NCSA0049	16	49	51	16	0
NCSA0050	16	49	55	16	0
NCSA0051	16	49	56	16	0
NCSA0060	16	49	52	16	0
NCSA0097	16	49	53	16	0
NCSA0098	16	49	54	16	0
NCSAT001	16	12	10	16	0
NCSAT101	16	12	9	16	0
NDMA0100	16	10	53	16	0
NDMA0101	16	10	54	16	0
NDMA0102	16	10	59	16	0
NDMA0103	16	10	60	16	0
NDMA0104	16	10	61	16	0
NDMA0110	16	10	57	16	0
NDMA0111	16	10	58	16	0
NDMA0120	16	11	6	16	0
NDMA0121	16	11	22	16	0
NDMA0200	16	10	55	16	0
NDMA0201	16	10	56	16	0
NDMA0202	16	10	64	16	0
NDMA0203	16	10	65	16	0
NDMA0204	16	10	66	16	0
NDMA0210	16	10	62	16	0
NDMA0211	16	10	63	16	0
NDMA0301	16	11	3	16	0
NDMA0302	16	11	4	16	0
NDMA0303	16	11	5	16	0
NDMA0401	16	11	13	16	0
NDMA0402	16	11	14	16	0
NDMA0403	16	11	15	16	0
NDMA0501	16	11	7	16	0
NDMA0502	16	11	8	16	0
NDMA0503	16	11	9	16	0
NDMA0504	16	11	10	16	0
NDMA0505	16	11	11	16	0
NDMA0506	16	11	12	16	0
NDMA0601	16	11	16	16	0
NDMA0602	16	11	17	16	0
NDMA0603	16	11	18	16	0
NDMA0604	16	11	19	16	0
NDMA0605	16	11	20	16	0
NDMA0606	16	11	21	16	0
NDMA0700	16	10	42	16	0
NDMA0701	16	10	43	16	0
