DACG0054	1	1	NACW0T00	C	-0.05	0.05	1	0	1
DACG0054	2	1	NACW130A	C	-0.05	0.05	3	0	1
DACG0054	3	1	NACW1800	C	-0.05	0.05	6	0	1
DACG0055	1	1	NAWG0018	C	-20	20	1	0	1
DACG0055	2	1	NAWG0019	C	-20	20	3	0	1
DACG0055	3	1	NAWG0020	C	-20	20	6	0	1
DACG0055	4	1	NAWG0021	C	-20	20	7	0	1
DACG0055	5	1	NAWG0022	C	-20	20	1	0	4
DACG0058	1	1	NAAD0334	C	0	250	1	0	1
DACG0058	2	1	NAAD0434	C	0	250	3	0	1
DACG0058	3	2	NAAD0344	C	-15	35	1	0	1
DACG0058	4	2	NAAD0444	C	-15	35	3	0	1
DACG0059	1	1	NAAD0331	C	7	9	1	0	1
DACG0059	2	1	NAAD0332	C	7	9	3	0	1
DACG0059	3	1	NAAD0431	C	7	9	6	0	1
DACG0059	4	1	NAAD0432	C	7	9	7	0	1
DACG0061	1	1	NAAD0301	C	0	120	1	0	1
DACG0061	2	1	NAAD0302	C	0	120	3	0	1
DACG0061	3	1	NAAD0303	C	0	120	6	0	1
DACG0061	4	1	NAAD0304	C	0	120	7	0	1
DACG0061	5	1	NAAD0305	C	0	120	1	0	4
DACG0061	6	1	NAAD0306	C	0	120	3	0	4
DACG0061	7	1	NAAD0307	C	0	120	6	0	4
DACG0061	8	1	NAAD0308	C	0	120	7	0	4
DACG0062	1	1	NACW0M0J	C	0	600	1	0	1
DACG0062	2	1	NACW0M0K	C	0	600	3	0	1
DACG0062	3	1	NACW0M0L	C	0	600	6	0	1
DACG0062	4	1	NACW0M0M	C	0	600	7	0	1
DACG0062	5	1	NACW0M0N	C	0	600	1	0	4
DACG0062	6	1	NACW0M0O	C	0	600	3	0	4
DACG0062	7	1	NACW0M0P	C	0	600	6	0	4
DACG0062	8	1	NACW0M0Q	C	0	600	7	0	4
DACG0063	1	1	NAAD0309	C	0	120	1	0	1
DACG0063	2	1	NAAD0310	C	0	120	3	0	1
DACG0063	3	1	NAAD0311	C	0	120	6	0	1
DACG0063	4	1	NAAD0312	C	0	120	7	0	1
DACG0065	1	1	NAAD0401	C	0	120	1	0	1
DACG0065	2	1	NAAD0402	C	0	120	3	0	1
DACG0065	3	1	NAAD0403	C	0	120	6	0	1
DACG0065	4	1	NAAD0404	C	0	120	7	0	1
DACG0065	5	1	NAAD0405	C	0	120	1	0	4
DACG0065	6	1	NAAD0406	C	0	120	3	0	4
DACG0065	7	1	NAAD0407	C	0	120	6	0	4
DACG0065	8	1	NAAD0408	C	0	120	7	0	4
DACG0066	1	1	NAAD0409	C	0	120	1	0	1
DACG0066	2	1	NAAD0410	C	0	120	3	0	1
DACG0066	3	1	NAAD0411	C	0	120	6	0	1
DACG0066	4	1	NAAD0412	C	0	120	7	0	1
DACG0070	1	1	NACG0070	C	-0.02	0.02	1	0	1
DACG0070	2	1	NACG0071	C	-0.02	0.02	3	0	1
DACG0070	3	1	NACG0072	C	-0.02	0.02	6	0	1
DACG0070	4	2	NACG0073	C	-0.02	0.02	1	0	1
DACG0070	5	2	NACG0074	C	-0.02	0.02	3	0	1
DACG0070	6	2	NACG0075	C	-0.02	0.02	6	0	1
DACG0071	1	1	NACG0070	C	-0.0025	0.0025	1	0	1
DACG0071	2	1	NACG0071	C	-0.0025	0.0025	3	0	1
DACG0071	3	1	NACG0072	C	-0.0025	0.0025	6	0	1
DACG0071	4	2	NACG0073	C	-0.0025	0.0025	1	0	1
DACG0071	5	2	NACG0074	C	-0.0025	0.0025	3	0	1
DACG0071	6	2	NACG0075	C	-0.0025	0.0025	6	0	1
DACG0072	1	1	NACG0070	C	-0.00025	0.00025	1	0	1
DACG0072	2	1	NACG0071	C	-0.00025	0.00025	3	0	1
DACG0072	3	1	NACG0072	C	-0.00025	0.00025	6	0	1
DACG0072	4	2	NACG0073	C	-0.00025	0.00025	1	0	1
DACG0072	5	2	NACG0074	C	-0.00025	0.00025	3	0	1
DACG0072	6	2	NACG0075	C	-0.00025	0.00025	6	0	1
DACG0080	1	1	NACP1552	C	0	60000	1	0	1
DACG0080	2	1	NACW1P0P	C	0	60000	3	0	1
DACG0080	3	1	NACP2552	C	0	60000	6	0	1
DACG0080	4	1	NACW1P1L	C	0	60000	7	0	1
DACG0081	1	1	NACW1P0G	C	-10	0	1	0	1
DACG0082	1	1	NACX0080	C	-180	0	1	0	1
DACG0083	1	1	NACX0080	C	-15	0	1	0	1
DACG0084	1	1	NACW1A1K	C	-0.002	0.002	1	0	1
DACG0084	2	P	NACW1A1J	C	-0.002	0.002	1	0	1
DACG0100	1	1	NACW1C06	C	-0.1	0.1	1	0	1
DACG0100	2	1	NACW1C07	C	-0.1	0.1	3	0	1
DACG0100	3	1	NACW1C08	C	-0.1	0.1	6	0	1
DACG0101	1	1	NACW1C06	C	-0.1	0.1	1	0	1
DACG0101	2	1	NACW1C07	C	-0.1	0.1	3	0	1
DACG0101	3	1	NACW1C08	C	-0.1	0.1	6	0	1
DACG0102	1	1	NAWG0050	C	-6	6	1	0	1
DACG0102	2	1	NAWG0051	C	-6	6	3	0	1
DACG0102	3	1	NAWG0052	C	-6	6	6	0	1
DACG0103	1	1	NAWG0050	C	-6	6	1	0	1
DACG0103	2	1	NAWG0051	C	-6	6	3	0	1
DACG0103	3	1	NAWG0052	C	-6	6	6	0	1
DACG0104	1	1	NACW1C0F	C	0	0.1	1	0	1
DACG0105	1	1	NACW0X0B	C	0	0.001	1	0	1
DACG0105	2	1	NACW0X0C	C	0	0.001	3	0	1
DACG0105	3	1	NACW0X0D	C	0	0.001	6	0	1
DACG0106	1	1	NACW0X0B	C	0	0.0004	1	0	1
DACG0106	2	1	NACW0X0C	C	0	0.0004	3	0	1
DACG0106	3	1	NACW0X0D	C	0	0.0004	6	0	1
DACG0110	1	1	NACW1C0G	C	0	10	1	0	1
DACG0111	1	1	NACW1C0G	C	0	10	1	0	1
DACG0112	1	1	NACW1C0G	C	0	30	1	0	1
DACG0113	1	1	NACW1C0G	C	0	30	1	0	1
DACG0120	1	1	NACW1C0K	C	0	4	1	0	1
DACG0120	2	1	NACW1C0L	C	0	4	3	0	1
DACG0120	3	1	NACW1C0M	C	0	4	6	0	1
DACG0121	1	1	NACW1C0K	C	0	4	1	0	1
DACG0121	2	1	NACW1C0L	C	0	4	3	0	1
DACG0121	3	1	NACW1C0M	C	0	4	6	0	1
DACG0130	1	1	NAWG0025	C	0	5	1	0	1
DACG0130	2	1	NAWG0026	C	0	5	3	0	1
DACG0131	1	1	NAWG0025	C	0	50	1	0	1
DACG0131	2	1	NAWG0026	C	0	50	3	0	1
DACG0200	1	1	NACW1B0M	C	-0.2	0.2	1	0	1
DACG0200	2	1	NACW1B0N	C	-0.2	0.2	3	0	1
DACG0200	3	1	NACW1B0O	C	-0.2	0.2	6	0	1
DACG1001	1	1	NACW0G05	C	-0.03	0.03	1	0	1
DACG1001	2	P	NAAG0001	C	-0.03	0.03	1	0	1
DACG1002	1	1	NACW0G0H	C	-0.03	0.03	1	0	1
DACG1002	2	P	NAAG0002	C	-0.03	0.03	1	0	1
DACG1003	1	1	NACW0G0T	C	-0.03	0.03	1	0	1
DACG1003	2	P	NAAG0003	C	-0.03	0.03	1	0	1
DACG1004	1	1	NACW0G15	C	-0.03	0.03	1	0	1
DACG1004	2	P	NAAG0004	C	-0.03	0.03	1	0	1
DACG1005	1	1	NAAG0005	C	-0.0001	0	1	0	1
DACG1005	2	1	NAAG0006	C	-0.0001	0	3	0	1
DACG1005	3	1	NAAG0007	C	-0.0001	0	6	0	1
DACG1005	4	1	NAAG0008	C	-0.0001	0	7	0	1
DACG1111	1	1	NACW0T05	C	-0.002	0.002	1	0	1
DACG1111	2	1	NACW0T06	C	-0.002	0.002	3	0	1
DACG1111	3	1	NACW0T07	C	-0.002	0.002	6	0	1
DACG1111	4	2	NACW0T08	C	-0.0002	0.0002	1	0	1
DACG1111	5	2	NACW0T09	C	-0.0002	0.0002	3	0	1
DACG1111	6	2	NACW0T0A	C	-0.0002	0.0002	6	0	1
DACG1112	1	1	NACW0U00	C	-0.15	0.15	1	0	1
DACG1112	2	1	NACW0U01	C	-0.15	0.15	3	0	1
DACG1112	3	1	NACW0U02	C	-0.15	0.15	6	0	1
DACG1112	4	2	NACW0U03	C	-0.015	0.015	1	0	1
DACG1112	5	2	NACW0U04	C	-0.015	0.015	3	0	1
DACG1112	6	2	NACW0U05	C	-0.015	0.015	6	0	1
DACG9450	1	1	NACX0010	C	-33	-27	1	0	1
DACG9450	2	2	NACX0011	C	17	23	1	0	1
DACG9451	1	1	NACX0010	C	-210	-40	1	0	1
DACG9451	2	2	NACX0011	C	178	182	1	0	1
DACGSM01	1	1	NACA1111	C	20	30	1	0	1
DACGSM01	2	1	NACA1121	C	20	30	3	0	1
DACGSM01	3	1	NACA1131	C	20	30	6	0	1
DACGSM02	1	1	NACA0501	C	4	6	1	0	1
DACGSM02	2	1	NACA0601	C	4	6	3	0	1
DACGSM02	3	2	NACA0502	C	14	16	1	0	1
DACGSM02	4	2	NACA0602	C	14	16	3	0	1
DACGSM02	5	3	NACA0503	C	-16	-14	1	0	1
DACGSM02	6	3	NACA0603	C	-16	-14	3	0	1
DACGSM02	7	4	NACA0500	C	9	11	1	0	1
DACGSM02	8	4	NACA0600	C	9	11	3	0	1
DACGSM03	1	1	NACA3311	C	-40	80	1	0	1
DACGSM03	2	1	NACA3411	C	-40	80	3	0	1
DACGSM03	3	2	NACA3310	C	-40	80	1	0	1
DACGSM03	4	2	NACA3410	C	-40	80	3	0	1
DACGSM04	1	1	NACA3711	C	-30	70	1	0	1
DACGSM04	2	1	NACA3721	C	-30	70	3	0	1
DACGSM04	3	1	NACA3731	C	-30	70	6	0	1
DACGSM04	4	1	NACA3741	C	-30	70	7	0	1
DACGSM04	5	2	NACA3712	C	0	60	1	0	1
DACGSM04	6	2	NACA3722	C	0	60	3	0	1
DACGSM04	7	2	NACA3732	C	0	60	6	0	1
DACGSM04	8	2	NACA3742	C	0	60	7	0	1
DACGSM05	1	1	NACW0G07	C	-0.15	0.15	1	0	1
DACGSM05	2	1	NACW0G0J	C	-0.15	0.15	3	0	1
DACGSM05	3	1	NACW0G0V	C	-0.15	0.15	6	0	1
DACGSM05	4	1	NACW0G17	C	-0.15	0.15	7	0	1
DACGSM05	5	2	NACW0G1C	C	-0.02	0.05	1	0	1
DACGSM05	6	2	NACW0G1D	C	-0.02	0.05	3	0	1
DACGSM05	7	2	NACW0G1E	C	-0.02	0.05	6	0	1
DACGSM05	8	2	NACW0G1F	C	-0.02	0.05	7	0	1
DACGSM06	1	1	NACW0G06	C	-40	40	1	0	1
DACGSM06	2	1	NACW0G0I	C	-40	40	3	0	1
DACGSM06	3	1	NACW0G0U	C	-40	40	6	0	1
DACGSM06	4	1	NACW0G16	C	-40	40	7	0	1
DACGSM07	1	1	NACW1404	C	25	35	1	0	1
DACGSM07	2	1	NACW140A	C	25	35	3	0	1
DACGSM07	3	2	NACW1405	C	4	6	1	0	1
DACGSM07	4	2	NACW140B	C	4	6	3	0	1
DACGSM07	5	3	NSAAR500	C	0	1000	1	0	1
DACGSM07	6	3	NSAAW500	C	0	1000	3	0	1
DACGSM08	1	1	NACW1308	C	-0.0105	0.0105	1	0	1
DACGSM08	2	1	NACW1309	C	-0.0105	0.0105	3	0	1
DACGSM08	3	2	NACW1306	C	-3.229	3.229	1	0	1
DACGSM08	4	2	NACW1307	C	-3.229	3.229	3	0	1
DACGSM09	1	1	NACW1214	C	-40	100	7	0	1
DACGSM10	1	1	NACW121E	C	20	30	1	0	1
DACGSM10	2	1	NACW121G	C	20	30	3	0	1
DACGSM10	3	2	NACW121F	C	0	1200	1	0	1
DACGSM10	4	2	NACW121H	C	0	1200	3	0	1
DACGSM11	1	1	NACX0010	C	-180	20	1	0	1
DACGSM11	2	2	NACW1217	C	-0.05	0.05	1	0	1
DACGSM11	3	3	NACW120A	C	-0.01	0.01	1	0	1
DACGSM11	4	4	NACW1204	C	-4	1	1	0	1
DACGSM12	1	1	NACX0011	C	-260	80	1	0	1
DACGSM12	2	2	NACW1218	C	-0.05	0.05	1	0	1
DACGSM12	3	3	NACW120B	C	-0.01	0.01	1	0	1
DACGSM12	4	4	NACW1205	C	-5	5	1	0	1
DACGSM13	1	1	NACX0010	C	-180	20	1	0	1
DACGSM13	2	2	NACW121C	C	-0.05	0.05	1	0	1
DACGSM13	3	3	NACW120U	C	-0.01	0.01	1	0	1
DACGSM13	4	4	NACW120O	C	-4	1	1	0	1
DACGSM14	1	1	NACX0011	C	-260	80	1	0	1
DACGSM14	2	2	NACW121D	C	-0.05	0.05	1	0	1
DACGSM14	3	3	NACW120V	C	-0.01	0.01	1	0	1
DACGSM14	4	4	NACW120P	C	-5	5	1	0	1
DALG0100	1	1	NTSA0188	C	-30	70	1	0	1
DCNG0001	1	1	NLPD2118	C	-0.5	1	1	0	1
DCNG0001	2	1	NPWDA308	C	-0.5	1	3	0	1
DCNG0001	3	1	NPWDA628	C	-0.5	1	6	0	1
DCNG0100	1	1	NTSA0064	C	-80	100	1	0	1
DCNG0100	2	1	NTSA0065	C	-80	100	3	0	1
DCNG0100	3	1	NTSA0259	C	-80	100	6	0	1
DCSG0100	1	1	NTSA0192	C	-30	60	1	0	1
DDMG0311	1	1	NDMA0110	C	-20	80	1	0	1
DDMG0311	2	1	NDMA0111	C	-20	80	3	0	1
DDMG0311	3	1	NDMA0210	C	-20	80	6	0	1
DDMG0311	4	1	NDMA0211	C	-20	80	7	0	1
DDMG0321	1	1	NDMA2110	C	-20	80	1	0	1
DDMG0321	2	1	NDMA2111	C	-20	80	3	0	1
DDMG0321	3	1	NDMA2210	C	-20	80	6	0	1
DDMG0321	4	1	NDMA2211	C	-20	80	7	0	1
DDMG0331	1	1	NDMA1110	C	-20	80	1	0	1
DDMG0331	2	1	NDMA1210	C	-20	80	3	0	1
DESG0001	1	1	NPWDA440	C	0	1	1	0	1
DESG0001	2	1	NPWDA760	C	0	1	3	0	1
DESG0002	1	1	NPWDA440	C	0	1	1	0	1
DESG0002	2	1	NPWDA760	C	0	1	3	0	1
DESG0003	1	1	NPWDA440	C	0	1.2	1	0	1
DESG0003	2	1	NPWDA520	C	0	1.2	3	0	3
DESG0003	3	1	NPWDA528	C	0	1.2	6	0	4
DESG0003	4	1	NPWDA760	C	0	1.2	7	0	1
DESG0003	5	1	NPWDA840	C	0	1.2	2	0	3
DESG0003	6	1	NPWDA848	C	0	1.2	4	0	4
DESG0004	1	1	NLPD2076	C	0	200	1	0	1
DESG0004	2	1	NLPD2078	C	0	200	3	0	1
DESG0004	3	1	NLPD2080	C	0	200	6	0	1
DESG0004	4	1	NLPD2082	C	0	200	7	0	1
DESG0005	1	1	NESDF004	C	-10	210	1	0	1
DESG0005	2	1	NESDF005	C	-10	210	3	0	1
DESG0005	3	1	NESDF007	C	-10	210	6	0	1
DESG0005	4	1	NLPD2082	C	-10	210	7	0	1
DESG0100	1	1	NTSA0024	C	-40	70	1	0	1
DESG0100	2	1	NTSA0150	C	-40	70	3	0	1
DESG0100	3	1	NTSA0025	C	-40	70	6	0	1
DESG0100	4	1	NTSA0151	C	-40	70	7	0	1
DESG0101	1	1	NTSA0023	C	-40	60	1	0	1
DESG0101	2	1	NTSA0026	C	-40	60	3	0	1
DESG0101	3	1	NTSA0027	C	-40	60	6	0	1
DESG0101	4	1	NTSA0152	C	-40	60	7	0	1
DESG0200	1	1	NESDF054	C	0	100	1	0	1
DESG0200	2	1	NESDF058	C	0	100	3	0	1
DESG0210	1	1	NESDF052	C	200	300	1	0	1
DESG0210	2	1	NESDF056	C	200	300	3	0	1
DESG0220	1	1	NESDF073	C	-1	2	1	0	1
DESG0220	2	1	NESDF074	C	-1	2	3	0	1
DESG1001	1	1	NESDF027	C	-130	-100	1	0	1
DGDG0100	1	1	NTSA0193	C	-30	60	1	0	1
DLCG0001	1	1	NLCD0002	C	0	6	1	0	1
DLCG0001	2	1	NLCD0003	C	0	6	3	0	1
DLCG0001	3	1	NLCD0004	C	0	6	6	0	1
DLCG0001	4	1	NLCD0005	C	0	6	7	0	1
DLCG0001	5	1	NLCD0006	C	0	6	1	0	4
DLCG0001	6	1	NLCD0007	C	0	6	3	0	4
DLCG0002	1	1	NLCD0002	C	0	6	1	0	1
DLCG0002	2	1	NLCD0003	C	0	6	3	0	1
DLCG0002	3	1	NLCD0004	C	0	6	6	0	1
DLCG0002	4	1	NLCD0005	C	0	6	7	0	1
DLCG0002	5	1	NLCD0006	C	0	6	1	0	4
DLCG0002	6	1	NLCD0007	C	0	6	3	0	4
DLCG0003	1	1	NLCD0002	C	0	6	1	0	1
DLCG0003	2	1	NLCD0003	C	0	6	3	0	1
DLCG0004	1	1	NLCD0002	C	0	6	1	0	1
DLCG0004	2	1	NLCD0003	C	0	6	3	0	1
DLCG0005	1	1	NLCD0004	C	0	6	1	0	1
DLCG0005	2	1	NLCD0005	C	0	6	3	0	1
DLCG0006	1	1	NLCD0004	C	0	6	1	0	1
DLCG0006	2	1	NLCD0005	C	0	6	3	0	1
DLCG0007	1	1	NLCD0006	C	0	6	1	0	1
DLCG0007	2	1	NLCD0007	C	0	6	3	0	1
DLCG0008	1	1	NLCD0006	C	0	6	1	0	1
DLCG0008	2	1	NLCD0007	C	0	6	3	0	1
DLCG0009	1	1	NLCD0012	C	0	200	1	0	1
DLCG0009	2	1	NLCD0013	C	0	200	3	0	1
DLCG0009	3	1	NLCD0014	C	0	200	6	0	1
DLCG0009	4	1	NLCD0015	C	0	200	7	0	1
DLCG0010	1	1	NLCD0012	C	0	200	1	0	1
DLCG0010	2	1	NLCD0013	C	0	200	3	0	1
DLCG0010	3	1	NLCD0014	C	0	200	6	0	1
DLCG0010	4	1	NLCD0015	C	0	200	7	0	1
DLCG0011	1	1	NLCD0012	C	0	220	1	0	1
DLCG0011	2	1	NLCD0013	C	0	220	3	0	1
DLCG0012	1	1	NLCD0012	C	0	220	1	0	1
DLCG0012	2	1	NLCD0013	C	0	220	3	0	1
DLCG0013	1	1	NLCD0014	C	0	200	1	0	1
DLCG0013	2	1	NLCD0015	C	0	200	3	0	1
DLCG0014	1	1	NLCD0014	C	0	200	1	0	1
DLCG0014	2	1	NLCD0015	C	0	200	3	0	1
DLFG0001	1	1	NAAD6014	C	0	2000	1	0	1
DLFG0001	2	1	NAAD6024	C	0	2000	3	0	1
DLFG0001	3	1	NAAD6034	C	0	2000	6	0	1
DLFG0001	4	1	NAAD6044	C	0	2000	7	0	1
DLFG0001	5	1	NLPD2088	C	0	1000	1	0	4
DLFG0001	6	1	NLPD2090	C	0	10000	3	0	4
DLPG0001	1	1	NLPD2088	C	0	800	1	0	1
DLPG0002	1	1	NLPD2090	C	0	10000	1	0	1
DLPG0003	1	1	NLPD929B	C	0	5	1	0	1
DLPG0004	1	1	NLPD1000	C	0	2	1	0	1
DLPG0004	2	1	NLPD1032	C	0	2	3	0	1
DLPG0004	3	1	NLPD1064	C	0	2	6	0	1
DLPG0004	4	1	NLPD1096	C	0	2	7	0	1
DLPG0004	5	1	NLPD2000	C	0	2	1	0	4
DLPG0004	6	1	NLPD2032	C	0	2	3	0	4
DLPG0004	7	1	NLPD2064	C	0	2	6	0	4
DLPG0005	1	1	NLPD1000	C	3.7	4	1	0	1
DLPG0005	2	1	NLPD1032	C	3.7	4	3	0	1
DLPG0005	3	1	NLPD1064	C	3.7	4	6	0	1
DLPG0005	4	1	NLPD1096	C	3.7	4	7	0	1
DLPG0005	5	1	NLPD2000	C	3.7	4	1	0	4
DLPG0005	6	1	NLPD2032	C	3.7	4	3	0	4
DLPG0005	7	1	NLPD2064	C	3.7	4	6	0	4
DLPG0006	1	1	NLPD1066	C	25	30	1	0	1
DLPG0006	2	1	NLPD2070	C	0	400	3	0	1
DLPG0006	3	1	NLPD2098	C	25	30	6	0	1
DLPG0006	4	1	NPWDA760	C	0	0.8	7	0	1
DLPG0006	5	1	NLPD1008	C	0	800	1	0	4
DLTG0001	1	1	NLTAT002	C	-40	80	1	0	1
DLTG0001	2	1	NLTAT001	C	-40	80	3	0	1
DLTG0002	1	1	NLTAT012	C	-40	80	1	0	1
DLTG0002	2	1	NLTAT011	C	-40	80	3	0	1
DLTG0002	3	1	NLTAT015	C	-40	80	6	0	1
DLTG0002	4	1	NLTAT014	C	-40	80	7	0	1
DLTG0002	5	1	NLTAT013	C	-40	80	1	0	4
DLTG0003	1	1	NTSA0154	C	-4	20	1	0	1
DLTG0003	2	1	NTSA0155	C	-4	20	3	0	1
DLTG0003	3	1	NTSA0028	C	-4	20	6	0	1
DLTG0003	4	1	NTSA0029	C	-4	20	7	0	1
DLTG0004	1	1	NTSA0154	C	-4	20	1	0	1
DLTG0004	2	1	NTSA0155	C	-4	20	3	0	1
DLTG0004	3	1	NTSA0028	C	-4	20	6	0	1
DLTG0004	4	1	NTSA0029	C	-4	20	7	0	1
DLTG0005	1	1	NPWDA320	C	0	20	1	0	1
DLTG0005	2	1	NPWDA640	C	0	20	3	0	1
DLTG0005	3	2	NPWDA328	C	0	0.1	1	0	1
DLTG0005	4	2	NPWDA648	C	0	0.1	3	0	1
DLTG0006	1	1	NPWDA540	C	0	0.6	1	0	1
DLTG0006	2	1	NPWDA860	C	0	0.6	3	0	1
DLTG0006	3	2	NPWDA113	U	-1	2	1	0	1
DLTG0006	4	2	NPWDA233	U	-1	2	3	0	1
DLTG0007	1	1	NLTAT013	C	-55	65	1	0	1
DLTG0007	2	1	NLTAT016	C	-55	65	3	0	1
DLTG0007	3	1	NLTAT011	C	-55	65	6	0	1
DLTG0007	4	2	NLTAT015	C	-180	60	1	0	1
DLTG0007	5	2	NLTAT014	C	-180	60	3	0	1
