1	0	110
3	0	11
4	-1.0	1.0
5	-1.0	1.0
6	-1.0	1.0
7	0	3
8	-1.0	1.0
9	-1.0	1.0
10	0	65535
11	0	65535
12	-1.0	1.0
13	-1.0	1.0
14	0	2
15	0	3
16	0	999
17	1	115
18	15	22
19	1	39
20	0	131071
21	0	131071
22	536870912	536895487
23	545259520	545521663
24	0	131072
25	0	28
26	1	13
27	-50	50
28	1	700
29	0.8	11.0
30	20	1024
31	-50.0	50.0
32	0.01	30.71
33	0	1023
34	0.0	5.0
35	1	400
36	1	230
37	0	131071
38	0	131071
39	536870912	536895487
40	545259520	545521663
41	0	131072
42	0	28
43	1	13
44	-50.0	50.0
45	0	5000
46	1.5	6.5
47	1	15
48	-50.0	50.0
49	1	1000
50	1	1024
51	0.0	5.0
52	1	1
53	40	43
54	1	1
55	0	65535
57	0	1023
58	1	1024
59	0	31
60	0	32
61	0	41
62	0	15
66	1	255
67	0	65535
68	1	480
69	1	255
70	2	4096
71	1	255
72	1	11
73	1	10
74	1	32767
75	1	255
76	1	8
77	0	15
78	0	255
79	1	5
80	25	120
81	1	255
82	1	120
83	1	10
84	1	58
85	1	5
86	1	20
87	1	18
88	0	2
89	1	1
90	100	109
91	1	1
92	0	4294967295
93	0	15
94	0	15
95	0	1
96	0	1
97	1	3
98	1	6
99	0	3
100	0	4
101	0	3
102	0	7
103	0	2
104	11	31
105	0	1
106	2	96
107	0	1
108	0	255
109	0	1
110	0	160
111	0	21
112	0	4
113	0	1
114	0	6
115	1	11
116	0	7
117	0	3
118	0	30
119	1	32
120	33	43
121	1	29
122	30	45
123	1	14
124	0	9
125	0	1
126	2	5
127	3	4
128	0	1
129	1	38
130	1	57
131	1	1022
132	1	681
133	1	10
134	0.25	1.5
135	0.0	180.0
136	-1.0	+1.0
137	-4.0	+4.0
138	0	4095
139	0	4095
140	0	4095
141	0	3800
142	0	3800
143	0	3800
144	536870912	537919487
145	1	7
147	1	2
148	1	7
149	0	437
150	0	437
151	0	269
152	0	269
153	0	4095
154	0	4095
155	0	1023
156	0	2
157	0	15
158	1	255
159	0	63
160	0	1023
161	0	437
162	0	437
163	0	255
164	0	255
165	0	1023
166	0	1023
167	1	1023
168	1	255
169	1	127
170	1	127
171	1	127
172	0	5
173	0	7
174	0	4
175	0	1023
176	0	1023
177	0	1023
178	0	1023
179	0	1023
180	0	1023
181	0	1023
182	0	1023
183	0	1023
184	0	1023
185	0	1023
186	0	1023
187	0	15
188	0	1023
189	0	1023
190	0	1023
191	0	1023
192	0	1023
193	0	1023
194	0	1023
195	0	1023
196	0	1023
197	0	1023
198	0	1023
199	0	1023
200	0	3
202	1	1023
203	0	255
204	1	1023
205	0	255
206	1	1023
207	0	255
208	0	255
209	0	255
210	0	255
211	0	255
212	0	255
213	1	63
214	1	127
215	1	15
216	1	255
217	1	255
218	1	255
219	1	255
220	1	255
221	293	353
222	1	255
223	1	7
224	0	15
225	0	1023
226	0	1023
227	0	255
228	0	1
229	1	2047
230	1	255
231	1	255
232	0	4
233	0	15
234	0	255
235	1	3031
236	1	65535
237	1	65535
238	1	65535
239	1	65535
240	1	65535
241	1	65535
243	0	1
244	0	1
245	0	1
246	0	228
247	0	4088
248	1	6
255	0	437
256	0	437
257	0	269
258	0	269
259	0	1023
260	0	1023
261	0	12
262	80	100
264	-0.26	0.26
265	-0.07	0.07
266	0	4095
267	0	255
268	0	1
270	-5300	5300
271	-5300	5300
272	0	16383
273	0	8000
274	0	8000
275	0	65535
276	0	4294967295
277	0	1
278	0	1
279	0	1
280	0	1
281	0	1
282	0	1023
283	0	0
284	0	0
285	0	65535
286	71	71
287	0	4294967295
288	0	65535
2	0	11
290	1	1024
291	13568	13823
292	13824	14079
293	14080	14335
294	14336	14591
295	14592	14847
296	14848	15103
297	15104	15359
298	15360	15615
299	15616	15871
300	15872	16127
301	16128	16383
302	0	67
303	64	67
304	672	65535
305	52224	53243
306	7	18
