NACW0P00	23	H	-0.009	0.009	SY000087	1
NACW0P00	3	H	-0.031	0.031	SY000080	1
NACW0P00	4	S	-0.0474	0.0474	NAWD0A36	1
NACW0P00	5	H	-0.079	0.079	NAWD0A36	1
NACW0P00	6	S	-0.0102	0.0102	NAWD0A3X	1
NACW0P00	7	H	-0.017	0.017	NAWD0A3X	1
NACW0P00	8	S	-0.021	0.021	NAWD0A3W	1
NACW0P00	9	H	-0.035	0.035	NAWD0A3W	1
NACW0P01	10	S	-0.063	0.063	SY000084	1
NACW0P01	11	H	-0.105	0.105	SY000084	1
NACW0P01	12	S	-0.0105	0.0105	SY000085	1
NACW0P01	13	H	-0.0175	0.0175	SY000085	1
NACW0P01	14	S	-0.0054	0.0054	SY000088	1
NACW0P01	15	H	-0.009	0.009	SY000088	1
NACW0P01	16	S	-0.021	0.021	SY000089	1
NACW0P01	17	H	-0.035	0.035	SY000089	1
NACW0P01	18	S	-0.0102	0.0102	SY000090	1
NACW0P01	19	H	-0.017	0.017	SY000090	1
NACW0P01	2	S	-0.0228	0.0228	SY000080	1
NACW0P01	3	H	-0.038	0.038	SY000080	1
NACW0P01	4	S	-0.01044	0.01044	SY000081	1
NACW0P01	5	H	-0.0174	0.0174	SY000081	1
NACW0P01	6	S	-0.0234	0.0234	SY000082	1
NACW0P01	7	H	-0.039	0.039	SY000082	1
NACW0P01	8	S	-0.0366	0.0366	SY000083	1
NACW0P01	9	H	-0.061	0.061	SY000083	1
NACW0P02	10	S	-0.0102	0.0102	SY000092	1
NACW0P02	11	H	-0.017	0.017	SY000092	1
NACW0P02	12	S	-0.042	0.042	SY000093	1
NACW0P02	13	H	-0.07	0.07	SY000093	1
NACW0P02	14	S	-0.0576	0.0576	SY000084	1
NACW0P02	15	H	-0.096	0.096	SY000084	1
NACW0P02	16	S	-0.0099	0.0099	NAWD0A35	1
NACW0P02	17	H	-0.0165	0.0165	NAWD0A35	1
NACW0P02	18	S	-0.005238	0.005238	SY000085	1
NACW0P02	19	H	-0.00873	0.00873	SY000085	1
NACW0P02	2	S	-0.0252	0.0252	SY000080	1
NACW0P02	20	S	-0.0156	0.0156	SY000094	1
NACW0P02	21	H	-0.026	0.026	SY000094	1
NACW0P02	22	S	-0.0054	0.0054	SY000095	1
NACW0P02	23	H	-0.009	0.009	SY000095	1
NACW0P02	3	H	-0.042	0.042	SY000080	1
NACW0P02	4	S	-0.0312	0.0312	SY000091	1
NACW0P02	5	H	-0.052	0.052	SY000091	1
NACW0P02	6	S	-0.021	0.021	NAWD0A3X	1
NACW0P02	7	H	-0.035	0.035	NAWD0A3X	1
NACW0P02	8	S	-0.03144	0.03144	SY000081	1
NACW0P02	9	H	-0.0524	0.0524	SY000081	1
NACW0T00	2	S	0	0.20944	SY000096	1
NACW0T00	3	H	0	0.2618	SY000096	1
NACW0T00	4	S	0	0.02792	SY000097	1
NACW0T00	5	H	0	0.0349	SY000097	1
NACW0T00	6	S	0	0.056	SY000098	1
NACW0T00	7	H	0	0.07	SY000098	1
NACW0T00	8	S	0	0.06984	SY000099	1
NACW0T00	9	H	0	0.0873	SY000099	1
NACW0T0E	2	S	0	0.12	NAWD0A34	1
NACW0T0E	3	H	0	0.15	NAWD0A34	1
