AA1S100A	1	AACF100C	1	VAC10001	E	E	LIN	
AA1S100A	1	AACF100C	2	VAC10002	E	E	Disable	
AA1S100A	2	AACF100C	1	VAC10001	E	E	LRG	
AA1S100A	2	AACF100C	2	VAC10002	E	E	Disable	
AA1S100B	1	AACF100C	1	VAC10001	E	E	LIN	
AA1S100B	1	AACF100C	2	VAC10002	E	E	Enable	
AA1S100B	2	AACF100C	1	VAC10001	E	E	LRG	
AA1S100B	2	AACF100C	2	VAC10002	E	E	Enable	
AA1S100B	3	AACF100D	1	VAC10001	E	E	LIN	
AA1S100B	3	AACF100D	2	VAC10002	E	E	Enable	
AA1S100B	4	AACF100D	1	VAC10001	E	E	LRG	
AA1S100B	4	AACF100D	2	VAC10002	E	E	Enable	
AA1S100C	1	AACF100C	1	VAC10001	E	E	LIN	
AA1S100C	1	AACF100C	2	VAC10002	E	E	Enable	
AA1S100C	2	AACF100C	1	VAC10001	E	E	LRG	
AA1S100C	2	AACF100C	2	VAC10002	E	E	Enable	
AA1S100D	1	AACF100C	1	VAC10001	E	E	CAM_A_MOD	
AA1S100D	1	AACF100C	2	VAC10002	E	E	Disable	
AA1S100D	2	AACF100C	1	VAC10001	E	E	CAM_B_MOD	
AA1S100D	2	AACF100C	2	VAC10002	E	E	Disable	
AA1S100D	3	AACF100C	1	VAC10001	E	E	CAM_A_EV	
AA1S100D	3	AACF100C	2	VAC10002	E	E	Disable	
AA1S100D	4	AACF100C	1	VAC10001	E	E	CAM_B_EV	
AA1S100D	4	AACF100C	2	VAC10002	E	E	Disable	
AA1S100D	5	AACF100C	1	VAC10001	E	E	AFM_GUID_INN	
AA1S100D	5	AACF100C	2	VAC10002	E	E	Disable	
AA1S100D	6	AACF100A	1	VAC10001	E	E	CAM_A_HC	
AA1S100D	6	AACF100A	2	VAC10002	E	E	Disable	
AA1S100D	7	AACF100A	1	VAC10001	E	E	CAM_B_HC	
AA1S100D	7	AACF100A	2	VAC10002	E	E	Disable	
AA1S100D	8	AACF102H	1	VAC10210	E	R	8770	
AA1S100D	8	AACF102H	2	VAC10211	E	R	0	
AA1S100D	9	AACF102H	1	VAC10210	E	R	8771	
AA1S100D	9	AACF102H	2	VAC10211	E	R	0	
AA1S100D	10	AACF102B	1	VAC10201	E	R	8770	
AA1S100D	10	AACF102B	2	VAC10202	E	R	0.0	
AA1S100D	11	AACF102B	1	VAC10201	E	R	8771	
AA1S100D	11	AACF102B	2	VAC10202	E	R	0.0	
AA1S100D	12	AACF102H	1	VAC10210	E	R	8770	
AA1S100D	12	AACF102H	2	VAC10211	E	R	0	
AA1S100D	13	AACF102H	1	VAC10210	E	R	8771	
AA1S100D	13	AACF102H	2	VAC10211	E	R	0	
AA1S100E	1	AACF102H	1	VAC10210	E	R	8770	
AA1S100E	1	AACF102H	2	VAC10211	E	R	0	
AA1S100E	2	AACF102H	1	VAC10210	E	R	8771	
