DLTAF040	NLTA0000	0	1	Y	N
DLTAF040	NLTA0001	1	1	Y	N
DLTAF040	NLTA0002	2	1	Y	N
DLTAF040	NLTA0003	3	1	Y	N
DLTAF040	NLTA0004	4	1	Y	N
DLTAF040	NLTA0005	5	1	Y	N
DLTAF040	NLTA0007	7	1	Y	N
DLTAF040	NLTA0008	8	1	Y	N
DLTAF040	NLTA0009	9	1	Y	N
DLTAF040	NLTA0010	10	1	Y	N
DLTAF040	NLTA0011	11	1	Y	N
DLTAF040	NLTA0012	12	1	Y	N
DLTAF040	NLTA0013	13	1	Y	N
DLTAF040	NLTA0014	14	1	Y	N
DLTAF040	NLTA0015	15	1	Y	N
DLTAF040	NLTA0016	16	1	Y	N
DLTAF040	NLTA0017	17	1	Y	N
DLTAF040	NLTA0018	18	1	Y	N
DLTAF040	NLTA0019	19	1	Y	N
DLTAF040	NLTA0020	20	1	Y	N
DLTAF040	NLTA0021	21	1	Y	N
DLTAF040	NLTA0022	22	1	Y	N
DLTAF040	NLTA0023	23	1	Y	N
DLTAF040	NLTA0024	24	1	Y	N
DLTAF040	NLTA0025	25	1	Y	N
DLTAF040	NLTA0026	26	1	Y	N
DLTAF040	NLTA0027	27	1	Y	N
DLTAF040	NLTA0028	28	1	Y	N
DLTAF040	NLTA0029	29	1	Y	N
DLTAF040	NLTA0030	30	1	Y	N
DLTAF040	NLRA0000	32	1	Y	N
DLTAF040	NLRA0001	33	1	Y	N
DLTAF040	NLRA0002	34	1	Y	N
DLTAF040	NLRA0003	35	1	Y	N
DLTAF040	NLRA0004	36	1	Y	N
DLTAF040	NLRA0005	37	1	Y	N
DLTAF040	NLRA0006	38	1	Y	N
DLTAF040	NLRA0007	39	1	Y	N
DLTAF040	NLRA0008	40	1	Y	N
DLTAF040	NLRA0009	41	1	Y	N
DLTAF040	NLRA0010	42	1	Y	N
DLTAF040	NLRA0011	43	1	Y	N
DLTAF040	NLRA0012	44	1	Y	N
DLTAF040	NLRA0013	45	1	Y	N
DLTAF040	NLRA0014	46	1	Y	N
DLTAF040	NLRA0015	47	1	Y	N
DLTAF040	NLRA0016	48	1	Y	N
DLTAF040	NLTA0006	6	1	Y	N
DLTAF040	NLRA0017	49	1	Y	N
DLTAF040	NLRA0018	50	1	Y	N
DLTAF040	NLRA0019	51	1	Y	N
DLTAF040	NLRA0020	52	1	Y	N
DLTAF040	NLRA0021	53	1	Y	N
DLTAF040	NLRA0022	54	1	Y	N
DLTAF040	NLRA0023	55	1	Y	N
DLTAF040	NLRA0024	56	1	Y	N
DLTAF040	NLRA0025	57	1	Y	N
DLTAF040	NLRA0026	58	1	Y	N
DLTAF040	NLRA0027	59	1	Y	N
DLTAF040	NLRA0028	60	1	Y	N
DLTAF040	NLRA0029	61	1	Y	N
DLTAF040	NLRA0030	62	1	Y	N
DLVAF010	NLVA0020	0	1	Y	D
DLVAF010	NLVD0000	2	1	Y	N
DLVAF010	NLVD0001	3	1	Y	N
DLVAF010	NLVD0002	4	1	Y	N
DLVAF010	NLVD0003	5	1	Y	N
DLVAF010	NLVD0004	6	1	Y	N
DLVAF010	NLVD0005	7	1	Y	N
DLVAF010	NLVD0006	8	1	Y	N
DLVAF010	NLVD0007	9	1	Y	N
DLVAF010	NLVD0008	10	1	Y	N
DLVAF010	NLVD0009	11	1	Y	N
DLVAF010	NLVD0010	12	1	Y	N
DLVAF010	NLVD0011	13	1	Y	N
DLVAF010	NLVD0012	14	1	Y	N
DLVAF010	NLVD0013	15	1	Y	N
DLVAF010	NLVD0014	16	1	Y	N
DLVAF010	NLVD0015	17	1	Y	N
DLVAF010	NLVA0068	20	1	Y	D
DLVAF020	NLVA0021	1	1	Y	D
DLVAF020	NLVA0022	2	1	Y	D
DLVAF020	NLVA0023	3	1	Y	D
DLVAF020	NLVA0024	4	1	Y	D
DLVAF020	NLVA0025	5	1	Y	D
DLVAF020	NLVA0026	6	1	Y	D
DLVAF020	NLVA0027	7	1	Y	D
DLVAF020	NLVA0028	8	1	Y	D
DLVAF020	NLVA0029	9	1	Y	D
DLVAF020	NLVA0030	10	1	Y	D
DLVAF020	NLVA0031	11	1	Y	D
DLVAF020	NLVA0032	12	1	Y	D
DLVAF020	NLVA0033	13	1	Y	D
DLVAF020	NLVA0034	14	1	Y	D
DLVAF020	NLVA0035	15	1	Y	D
DLVAF030	NLVA0036	16	1	Y	D
DLVAF030	NLVA0037	17	1	Y	D
DLVAF030	NLVA0038	18	1	Y	D
DLVAF030	NLVA0039	19	1	Y	D
DLVAF030	NLVA0040	20	1	Y	D
DLVAF030	NLVA0041	21	1	Y	D
DLVAF030	NLVA0042	22	1	Y	D
DLVAF030	NLVA0043	23	1	Y	D
DLVAF030	NLVA0044	24	1	Y	D
